GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,CountryYear,Comments
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2008,2008,,AMR,Americas,,DMA,Dominica,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Dominica2008,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,LKA,Sri Lanka,,AGE25-PLUS,25+,,FMLE,Female,,125.4 [118.9-131.7],125.4,118.9,131.7,Sri Lanka2009,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1980,1980,,WPR,Western Pacific,,KIR,Kiribati,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Kiribati1980,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1981,1981,,WPR,Western Pacific,,KIR,Kiribati,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Kiribati1981,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1986,1986,,WPR,Western Pacific,,KIR,Kiribati,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Kiribati1986,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1987,1987,,WPR,Western Pacific,,KIR,Kiribati,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Kiribati1987,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1988,1988,,WPR,Western Pacific,,KIR,Kiribati,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Kiribati1988,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1989,1989,,WPR,Western Pacific,,KIR,Kiribati,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Kiribati1989,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1994,1994,,WPR,Western Pacific,,KIR,Kiribati,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Kiribati1994,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1995,1995,,WPR,Western Pacific,,KIR,Kiribati,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Kiribati1995,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1996,1996,,WPR,Western Pacific,,KIR,Kiribati,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Kiribati1996,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1997,1997,,WPR,Western Pacific,,KIR,Kiribati,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Kiribati1997,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2003,2003,,WPR,Western Pacific,,KIR,Kiribati,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Kiribati2003,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2004,2004,,WPR,Western Pacific,,KIR,Kiribati,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Kiribati2004,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,KIR,Kiribati,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Kiribati2005,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2006,2006,,WPR,Western Pacific,,KIR,Kiribati,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Kiribati2006,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1981,1981,,WPR,Western Pacific,,MHL,Marshall Islands,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Marshall Islands1981,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1982,1982,,WPR,Western Pacific,,MHL,Marshall Islands,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Marshall Islands1982,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1983,1983,,WPR,Western Pacific,,MHL,Marshall Islands,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Marshall Islands1983,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1984,1984,,WPR,Western Pacific,,MHL,Marshall Islands,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Marshall Islands1984,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1989,1989,,WPR,Western Pacific,,MHL,Marshall Islands,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Marshall Islands1989,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1990,1990,,WPR,Western Pacific,,MHL,Marshall Islands,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Marshall Islands1990,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1991,1991,,WPR,Western Pacific,,MHL,Marshall Islands,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Marshall Islands1991,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1992,1992,,WPR,Western Pacific,,MHL,Marshall Islands,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Marshall Islands1992,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1998,1998,,WPR,Western Pacific,,MHL,Marshall Islands,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Marshall Islands1998,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1999,1999,,WPR,Western Pacific,,MHL,Marshall Islands,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Marshall Islands1999,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,MHL,Marshall Islands,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Marshall Islands2000,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2001,2001,,WPR,Western Pacific,,MHL,Marshall Islands,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Marshall Islands2001,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2006,2006,,WPR,Western Pacific,,MHL,Marshall Islands,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Marshall Islands2006,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2007,2007,,WPR,Western Pacific,,MHL,Marshall Islands,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Marshall Islands2007,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2008,2008,,WPR,Western Pacific,,MHL,Marshall Islands,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Marshall Islands2008,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2009,2009,,EMR,Eastern Mediterranean,,SDN,Sudan,,AGE25-PLUS,25+,,MLE,Male,,132.2 [123.5-140.8],132.2,123.5,140.8,Sudan2009,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1984,1984,,EUR,Europe,,MCO,Monaco,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Monaco1984,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1985,1985,,EUR,Europe,,MCO,Monaco,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Monaco1985,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1986,1986,,EUR,Europe,,MCO,Monaco,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Monaco1986,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1987,1987,,EUR,Europe,,MCO,Monaco,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Monaco1987,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1988,1988,,EUR,Europe,,MCO,Monaco,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Monaco1988,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1993,1993,,EUR,Europe,,MCO,Monaco,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Monaco1993,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1994,1994,,EUR,Europe,,MCO,Monaco,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Monaco1994,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1995,1995,,EUR,Europe,,MCO,Monaco,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Monaco1995,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1996,1996,,EUR,Europe,,MCO,Monaco,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Monaco1996,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2001,2001,,EUR,Europe,,MCO,Monaco,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Monaco2001,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2002,2002,,EUR,Europe,,MCO,Monaco,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Monaco2002,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2003,2003,,EUR,Europe,,MCO,Monaco,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Monaco2003,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2004,2004,,EUR,Europe,,MCO,Monaco,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Monaco2004,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2009,2009,,EMR,Eastern Mediterranean,,SDN,Sudan,,AGE25-PLUS,25+,,FMLE,Female,,127.2 [118.0-136.2],127.2,118,136.2,Sudan2009,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1980,1980,,WPR,Western Pacific,,NRU,Nauru,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Nauru1980,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1981,1981,,WPR,Western Pacific,,NRU,Nauru,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Nauru1981,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1982,1982,,WPR,Western Pacific,,NRU,Nauru,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Nauru1982,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1983,1983,,WPR,Western Pacific,,NRU,Nauru,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Nauru1983,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1988,1988,,WPR,Western Pacific,,NRU,Nauru,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Nauru1988,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1989,1989,,WPR,Western Pacific,,NRU,Nauru,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Nauru1989,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1990,1990,,WPR,Western Pacific,,NRU,Nauru,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Nauru1990,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1991,1991,,WPR,Western Pacific,,NRU,Nauru,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Nauru1991,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1996,1996,,WPR,Western Pacific,,NRU,Nauru,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Nauru1996,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1997,1997,,WPR,Western Pacific,,NRU,Nauru,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Nauru1997,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1998,1998,,WPR,Western Pacific,,NRU,Nauru,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Nauru1998,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1999,1999,,WPR,Western Pacific,,NRU,Nauru,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Nauru1999,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,NRU,Nauru,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Nauru2005,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2006,2006,,WPR,Western Pacific,,NRU,Nauru,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Nauru2006,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2007,2007,,WPR,Western Pacific,,NRU,Nauru,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Nauru2007,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2008,2008,,WPR,Western Pacific,,NRU,Nauru,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Nauru2008,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1983,1983,,WPR,Western Pacific,,NIU,Niue,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Niue1983,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1984,1984,,WPR,Western Pacific,,NIU,Niue,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Niue1984,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1985,1985,,WPR,Western Pacific,,NIU,Niue,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Niue1985,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1986,1986,,WPR,Western Pacific,,NIU,Niue,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Niue1986,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1991,1991,,WPR,Western Pacific,,NIU,Niue,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Niue1991,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1992,1992,,WPR,Western Pacific,,NIU,Niue,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Niue1992,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1993,1993,,WPR,Western Pacific,,NIU,Niue,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Niue1993,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1994,1994,,WPR,Western Pacific,,NIU,Niue,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Niue1994,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,NIU,Niue,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Niue2000,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2001,2001,,WPR,Western Pacific,,NIU,Niue,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Niue2001,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2002,2002,,WPR,Western Pacific,,NIU,Niue,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Niue2002,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2003,2003,,WPR,Western Pacific,,NIU,Niue,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Niue2003,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2008,2008,,WPR,Western Pacific,,NIU,Niue,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Niue2008,No data available.  Estimate could not be calculated due to lack of covariate data.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2009,2009,,AMR,Americas,,SUR,Suriname,,AGE25-PLUS,25+,,MLE,Male,,130.3 [121.7-138.8],130.3,121.7,138.8,Suriname2009,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1980,1980,,WPR,Western Pacific,,PLW,Palau,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Palau1980,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1981,1981,,WPR,Western Pacific,,PLW,Palau,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Palau1981,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1986,1986,,WPR,Western Pacific,,PLW,Palau,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Palau1986,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1987,1987,,WPR,Western Pacific,,PLW,Palau,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Palau1987,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1988,1988,,WPR,Western Pacific,,PLW,Palau,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Palau1988,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1989,1989,,WPR,Western Pacific,,PLW,Palau,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Palau1989,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1995,1995,,WPR,Western Pacific,,PLW,Palau,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Palau1995,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1996,1996,,WPR,Western Pacific,,PLW,Palau,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Palau1996,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1997,1997,,WPR,Western Pacific,,PLW,Palau,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Palau1997,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1998,1998,,WPR,Western Pacific,,PLW,Palau,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Palau1998,No covariate data available to produce crude estimates.
