Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012]
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Italy,ITA,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Jamaica,JAM,9.5,7.19999980926514,8.60000038146973,..,7.69999980926514,..,9,9.19999980926514,5.5,..,3.29999995231628,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Jordan,JOR,..,..,4.90000009536743,..,..,..,..,..,..,7.90000009536743,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Kazakhstan,KAZ,..,..,..,..,..,..,17.5,..,..,..,14.8000001907349,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Kenya,KEN,7.80000019073486,..,..,6,..,..,..,..,..,4.69999980926514,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,"Korea, Dem. Rep.",PRK,..,..,0.699999988079071,..,..,..,..,..,..,0,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,"Korea, Rep.",KOR,..,..,..,8.10000038146973,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Kosovo,KSV,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Kuwait,KWT,..,11.1000003814697,6.80000019073486,7.59999990463257,7.90000009536743,7.90000009536743,8.89999961853027,7.80000019073486,9.10000038146973,10,7.69999980926514,8.60000038146973,10.1999998092651
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Kyrgyz Republic,KGZ,..,..,..,..,..,..,12.6999998092651,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Lao PDR,LAO,2.40000009536743,..,..,..,..,..,1.5,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Lebanon,LBN,..,..,..,..,15.3000001907349,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Lesotho,LSO,21.6000003814697,..,..,..,7.30000019073486,..,..,..,..,7.69999980926514,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Liberia,LBR,4.59999990463257,..,..,..,..,..,..,4.90000009536743,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Libya,LBY,..,..,..,..,..,..,..,23.2000007629395,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Lithuania,LTU,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Luxembourg,LUX,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,"Macedonia, FYR",MKD,..,..,..,..,8.19999980926514,16.6000003814697,..,..,..,..,..,15.8000001907349,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Madagascar,MDG,..,..,..,..,6.30000019073486,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Malawi,MWI,9.80000019073486,..,..,..,10.3999996185303,..,11.8999996185303,..,..,6.19999980926514,10.3000001907349,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Malaysia,MYS,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Maldives,MDV,..,3.59999990463257,..,..,..,..,..,..,..,7.90000009536743,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Mali,MLI,..,3.20000004768372,..,..,..,..,4.90000009536743,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Malta,MLT,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Mauritania,MRT,3.90000009536743,..,..,..,..,..,..,2.40000009536743,1.29999995231628,..,..,..,1.10000002384186
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Mexico,MEX,..,..,..,..,..,..,8.39999961853027,..,..,..,..,..,9
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Moldova,MDA,..,..,..,..,..,8.89999961853027,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Mongolia,MNG,13.1999998092651,..,..,..,6.19999980926514,15.6000003814697,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Montenegro,MNE,..,..,..,..,..,18.6000003814697,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Morocco,MAR,..,..,..,14.3000001907349,..,..,..,..,..,..,..,12.5,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Mozambique,MOZ,..,..,..,7.30000019073486,..,..,..,..,4.09999990463257,..,..,8.10000038146973,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Myanmar,MMR,2.20000004768372,..,..,2.20000004768372,..,..,..,..,..,2.70000004768372,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Namibia,NAM,3.70000004768372,..,..,..,..,..,..,4.90000009536743,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Nepal,NPL,..,0.600000023841858,..,..,..,..,0.600000023841858,..,..,..,..,1.5,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Netherlands,NLD,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Nicaragua,NIC,..,8.10000038146973,..,..,6.69999980926514,..,6.69999980926514,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Niger,NER,1.89999997615814,..,..,..,..,..,3.59999990463257,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Nigeria,NGA,..,..,..,6.5,..,..,..,13.5,10.3000001907349,..,..,3.20000004768372,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Norway,NOR,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Oman,OMN,..,..,..,..,..,..,..,..,..,1.5,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Pakistan,PAK,..,4.80000019073486,..,..,..,..,..,..,..,..,..,6.59999990463257,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Panama,PAN,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Papua New Guinea,PNG,..,..,..,..,..,4.19999980926514,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Paraguay,PRY,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Peru,PER,12.8999996185303,..,..,..,..,10.8999996185303,..,..,9.80000019073486,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Philippines,PHL,..,..,..,2.70000004768372,..,..,..,..,3.59999990463257,..,..,4.69999980926514,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Portugal,PRT,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Romania,ROM,9.39999961853027,9.10000038146973,8.60000038146973,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Rwanda,RWA,7.5,..,..,..,..,7.19999980926514,..,..,..,..,7.09999990463257,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Sao Tome and Principe,STP,9.80000019073486,..,..,..,..,..,..,..,11.1000003814697,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Saudi Arabia,SAU,..,..,..,..,..,6.30000019073486,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Senegal,SEN,3.09999990463257,..,..,..,..,3,..,..,..,..,..,2.79999995231628,0.800000011920929
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Serbia,SRB,..,..,..,..,..,20.3999996185303,..,..,..,..,16.6000003814697,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Sierra Leone,SLE,5.40000009536743,..,..,..,..,6.30000019073486,..,..,10.3000001907349,..,9.89999961853027,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Singapore,SGP,3.09999990463257,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Somalia,SOM,..,..,..,..,..,..,4.90000009536743,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,South Africa,ZAF,..,..,..,..,..,20.6000003814697,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,South Sudan,SSD,..,..,..,..,..,..,10.6999998092651,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Spain,ESP,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Sri Lanka,LKA,0.800000011920929,..,..,..,..,..,..,1.60000002384186,..,0.699999988079071,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Sudan,SDN,5.09999990463257,..,..,..,..,..,4.09999990463257,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Suriname,SUR,3,..,..,..,..,..,4.59999990463257,..,..,..,5,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Swaziland,SWZ,15.8000001907349,..,..,..,..,..,11.8000001907349,..,..,..,10.1000003814697,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Sweden,SWE,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Syrian Arab Republic,SYR,..,20.2999992370605,..,..,..,..,19.2000007629395,..,..,17.7999992370605,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Tajikistan,TJK,..,..,..,..,..,7.19999980926514,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Tanzania,TZA,..,..,..,..,5.5,..,..,..,..,..,6,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Thailand,THA,..,..,..,..,..,..,8.80000019073486,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Timor-Leste,TMP,..,..,5,..,..,..,..,..,..,6,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Togo,TGO,..,..,..,..,..,..,4.19999980926514,..,..,..,1.89999997615814,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Trinidad and Tobago,TTO,3.79999995231628,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Tunisia,TUN,..,..,..,..,..,..,8.5,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Turkey,TUR,..,..,..,..,10.6000003814697,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Uganda,UGA,5.30000019073486,..,..,..,..,..,5,..,..,..,..,4.5,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Ukraine,UKR,27.2999992370605,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,United States,USA,..,7.09999990463257,7.90000009536743,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Uruguay,URY,..,..,10.1999998092651,13.3999996185303,10.1000003814697,..,..,9.5,..,..,..,7.80000019073486,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Uzbekistan,UZB,..,..,11.5,..,..,..,13.1000003814697,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Vanuatu,VUT,..,..,..,..,..,..,..,5.40000009536743,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Vietnam,VNM,2.5,..,2.79999995231628,2.40000009536743,3,2.90000009536743,3.5,3.20000004768372,3.40000009536743,..,5.5,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,West Bank and Gaza,WBG,..,..,..,..,..,..,..,13.3999996185303,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,"Yemen, Rep.",YEM,..,..,..,4.59999990463257,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Zambia,ZMB,..,..,6.40000009536743,..,..,..,..,8.60000038146973,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Zimbabwe,ZWE,..,..,..,..,..,9.5,..,..,..,..,6.69999980926514,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Arab World,ARB,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,East Asia & Pacific (all income levels),EAS,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,East Asia & Pacific (developing only),EAP,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Euro area,EMU,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Europe & Central Asia (all income levels),ECS,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Europe & Central Asia (developing only),ECA,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,European Union,EUU,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,High income,HIC,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,High income: OECD,OEC,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,High income: nonOECD,NOC,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Latin America & Caribbean (all income levels),LCN,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Latin America & Caribbean (developing only),LAC,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Low & middle income,LMY,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Middle East & North Africa (all income levels),MEA,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Middle East & North Africa (developing only),MNA,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,North America,NAC,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Small states,SST,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,South Asia,SAS,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Sub-Saharan Africa (all income levels),SSF,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Sub-Saharan Africa (developing only),SSA,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS,World,WLD,..,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Afghanistan,AFG,88.4,..,..,..,..,..,..,..,..,..,70.1,..,66.8
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Albania,ALB,23,..,..,..,..,..,..,..,..,..,14.6,..,13.6
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Algeria,DZA,26.3,..,..,..,..,..,..,..,..,..,16.2,..,15.1
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Andorra,ADO,3.7,..,..,..,..,..,..,..,..,..,2.6,..,2.4
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Angola,AGO,111.1,..,..,..,..,..,..,..,..,..,96.1,..,91.4
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Antigua and Barbuda,ATG,12.6,..,..,..,..,..,..,..,..,..,8.7,..,8.2
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Argentina,ARG,16,..,..,..,..,..,..,..,..,..,11.8,..,11.3
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Armenia,ARM,23.5,..,..,..,..,..,..,..,..,..,14.3,..,13
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Australia,AUS,4.6,..,..,..,..,..,..,..,..,..,3.7,..,3.6
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Austria,AUT,4.1,..,..,..,..,..,..,..,..,..,3.1,..,3
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Azerbaijan,AZE,55.1,..,..,..,..,..,..,..,..,..,31.2,..,28.6
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,"Bahamas, The",BHS,13.2,..,..,..,..,..,..,..,..,..,13.3,..,12.8
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Bahrain,BHR,10.6,..,..,..,..,..,..,..,..,..,8.4,..,8
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,Bangladesh,BGD,59.9,..,..,..,..,..,..,..,..,..,34.6,..,30.3
