"CC","Country","Year","Survey","Topic","Table","Indicator","By-Variable","Category","Characteristic","Precision","Value"
"VN","Vietnam",2002,"2002 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,97.8
"VN","Vietnam",2002,"2002 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"VN","Vietnam",2002,"2002 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"VN","Vietnam",2002,"2002 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"VN","Vietnam",2002,"2002 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"VN","Vietnam",2002,"2002 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,18
"VN","Vietnam",1997,"1997 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,98.1
"VN","Vietnam",1997,"1997 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"VN","Vietnam",1997,"1997 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"VN","Vietnam",1997,"1997 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"VN","Vietnam",1997,"1997 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"VN","Vietnam",1997,"1997 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,16.7
"BO","Bolivia",2008,"2008 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,97.6
"BO","Bolivia",2008,"2008 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,97.7
"BO","Bolivia",2008,"2008 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"BO","Bolivia",2008,"2008 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"BO","Bolivia",2008,"2008 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"BO","Bolivia",2008,"2008 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"BO","Bolivia",2008,"2008 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,18.8
"BO","Bolivia",2003,"2003 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,97.4
"BO","Bolivia",2003,"2003 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,97.1
"BO","Bolivia",2003,"2003 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"BO","Bolivia",2003,"2003 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"BO","Bolivia",2003,"2003 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"BO","Bolivia",2003,"2003 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"BO","Bolivia",2003,"2003 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,19.6
"BO","Bolivia",1998,"1998 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,96.9
"BO","Bolivia",1998,"1998 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,96.6
"BO","Bolivia",1998,"1998 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"BO","Bolivia",1998,"1998 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"BO","Bolivia",1998,"1998 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"BO","Bolivia",1998,"1998 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"BO","Bolivia",1998,"1998 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,17.5
"BO","Bolivia",1994,"1994 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,96.5
"BO","Bolivia",1994,"1994 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"BO","Bolivia",1994,"1994 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"BO","Bolivia",1994,"1994 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"BO","Bolivia",1994,"1994 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"BO","Bolivia",1994,"1994 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,17.6
"BO","Bolivia",1989,"1989 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"BO","Bolivia",1989,"1989 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"BO","Bolivia",1989,"1989 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"BO","Bolivia",1989,"1989 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"BO","Bolivia",1989,"1989 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,16.4
"BR","Brazil",1996,"1996 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,93.4
"BR","Brazil",1996,"1996 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,92.7
"BR","Brazil",1996,"1996 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"BR","Brazil",1996,"1996 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"BR","Brazil",1996,"1996 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"BR","Brazil",1996,"1996 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"BR","Brazil",1996,"1996 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,7
"BR","Brazil",1986,"1986 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"BR","Brazil",1986,"1986 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"BR","Brazil",1986,"1986 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"BR","Brazil",1986,"1986 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"BR","Brazil",1986,"1986 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,5.2
"CO","Colombia",2010,"2010 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,96.6
"CO","Colombia",2010,"2010 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,96
"CO","Colombia",2010,"2010 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"CO","Colombia",2010,"2010 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"CO","Colombia",2010,"2010 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"CO","Colombia",2010,"2010 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"CO","Colombia",2010,"2010 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,14.9
"CO","Colombia",2005,"2005 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,96.9
"CO","Colombia",2005,"2005 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,97.1
"CO","Colombia",2005,"2005 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"CO","Colombia",2005,"2005 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"CO","Colombia",2005,"2005 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"CO","Colombia",2005,"2005 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"CO","Colombia",2005,"2005 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,14.9
"CO","Colombia",2000,"2000 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,95.8
"CO","Colombia",2000,"2000 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,95.5
"CO","Colombia",2000,"2000 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"CO","Colombia",2000,"2000 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"CO","Colombia",2000,"2000 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"CO","Colombia",2000,"2000 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"CO","Colombia",2000,"2000 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,12.8
"CO","Colombia",1995,"1995 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,95.5
"CO","Colombia",1995,"1995 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,94.6
"CO","Colombia",1995,"1995 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"CO","Colombia",1995,"1995 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"CO","Colombia",1995,"1995 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"CO","Colombia",1995,"1995 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"CO","Colombia",1995,"1995 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,11.3
"CO","Colombia",1990,"1990 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,93.6
"CO","Colombia",1990,"1990 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,93.4
"CO","Colombia",1990,"1990 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"CO","Colombia",1990,"1990 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"CO","Colombia",1990,"1990 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"CO","Colombia",1990,"1990 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"CO","Colombia",1990,"1990 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,9
"CO","Colombia",1986,"1986 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"CO","Colombia",1986,"1986 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"CO","Colombia",1986,"1986 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"CO","Colombia",1986,"1986 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"CO","Colombia",1986,"1986 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,8.2
"DR","Dominican Republic",2007,"2007 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,92
"DR","Dominican Republic",2007,"2007 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,92
"DR","Dominican Republic",2007,"2007 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"DR","Dominican Republic",2007,"2007 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"DR","Dominican Republic",2007,"2007 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"DR","Dominican Republic",2007,"2007 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"DR","Dominican Republic",2007,"2007 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,7.1
"DR","Dominican Republic",2002,"2002 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,92.3
"DR","Dominican Republic",2002,"2002 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,92
"DR","Dominican Republic",2002,"2002 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"DR","Dominican Republic",2002,"2002 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"DR","Dominican Republic",2002,"2002 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"DR","Dominican Republic",2002,"2002 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"DR","Dominican Republic",2002,"2002 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,6.5
"DR","Dominican Republic",1999,"1999 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,96.2
"DR","Dominican Republic",1999,"1999 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,95.2
"DR","Dominican Republic",1999,"1999 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"DR","Dominican Republic",1999,"1999 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"DR","Dominican Republic",1999,"1999 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"DR","Dominican Republic",1999,"1999 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"DR","Dominican Republic",1999,"1999 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,6
"DR","Dominican Republic",1996,"1996 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,92.9
"DR","Dominican Republic",1996,"1996 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,93.2
"DR","Dominican Republic",1996,"1996 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"DR","Dominican Republic",1996,"1996 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"DR","Dominican Republic",1996,"1996 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"DR","Dominican Republic",1996,"1996 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"DR","Dominican Republic",1996,"1996 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,7.6
"DR","Dominican Republic",1991,"1991 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,92.7
"DR","Dominican Republic",1991,"1991 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,92
"DR","Dominican Republic",1991,"1991 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"DR","Dominican Republic",1991,"1991 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"DR","Dominican Republic",1991,"1991 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"DR","Dominican Republic",1991,"1991 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"DR","Dominican Republic",1991,"1991 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,5.8
"DR","Dominican Republic",1986,"1986 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"DR","Dominican Republic",1986,"1986 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"DR","Dominican Republic",1986,"1986 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"DR","Dominican Republic",1986,"1986 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"DR","Dominican Republic",1986,"1986 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,7.1
"EC","Ecuador",1999,"1999 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"EC","Ecuador",1999,"1999 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"EC","Ecuador",1999,"1999 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"EC","Ecuador",1999,"1999 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"EC","Ecuador",2004,"2004 RHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,97
"EC","Ecuador",2004,"2004 RHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,96.7
"EC","Ecuador",2004,"2004 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"EC","Ecuador",2004,"2004 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"EC","Ecuador",2004,"2004 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"EC","Ecuador",2004,"2004 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"EC","Ecuador",2004,"2004 RHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,15.3
"EC","Ecuador",1987,"1987 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"EC","Ecuador",1987,"1987 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"EC","Ecuador",1987,"1987 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"EC","Ecuador",1987,"1987 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"EC","Ecuador",1987,"1987 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,13.4
"ES","El Salvador",1998,"1998 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"ES","El Salvador",1998,"1998 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"ES","El Salvador",1998,"1998 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"ES","El Salvador",1998,"1998 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"ES","El Salvador",2008,"2008 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"ES","El Salvador",2008,"2008 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"ES","El Salvador",2008,"2008 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"ES","El Salvador",2008,"2008 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"ES","El Salvador",2002,"2002-03 RHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,94.9
"ES","El Salvador",2002,"2002-03 RHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,94.4
"ES","El Salvador",2002,"2002-03 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"ES","El Salvador",2002,"2002-03 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"ES","El Salvador",2002,"2002-03 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"ES","El Salvador",2002,"2002-03 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"ES","El Salvador",2002,"2002-03 RHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,20.7
"GU","Guatemala",2008,"2008-09 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"GU","Guatemala",2008,"2008-09 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"GU","Guatemala",2008,"2008-09 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"GU","Guatemala",2008,"2008-09 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"GU","Guatemala",2002,"2002 RHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,96.5
"GU","Guatemala",2002,"2002 RHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,96.1
"GU","Guatemala",2002,"2002 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"GU","Guatemala",2002,"2002 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"GU","Guatemala",2002,"2002 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"GU","Guatemala",2002,"2002 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"GU","Guatemala",2002,"2002 RHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,20.6
"GU","Guatemala",1999,"1998-99 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,96.8
"GU","Guatemala",1999,"1998-99 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,96.5
"GU","Guatemala",1999,"1998-99 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"GU","Guatemala",1999,"1998-99 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"GU","Guatemala",1999,"1998-99 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"GU","Guatemala",1999,"1998-99 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"GU","Guatemala",1999,"1998-99 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,19.9
"GU","Guatemala",1995,"1995 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,95.9
"GU","Guatemala",1995,"1995 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,95.9
"GU","Guatemala",1995,"1995 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"GU","Guatemala",1995,"1995 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"GU","Guatemala",1995,"1995 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"GU","Guatemala",1995,"1995 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"GU","Guatemala",1995,"1995 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,19.8
"GU","Guatemala",1987,"1987 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,20.5
"GY","Guyana",2009,"2009 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,94
"GY","Guyana",2009,"2009 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,92.9
"GY","Guyana",2009,"2009 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"GY","Guyana",2009,"2009 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"GY","Guyana",2009,"2009 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"GY","Guyana",2009,"2009 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"GY","Guyana",2009,"2009 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,19.1
"HT","Haiti",2012,"2012 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,95.9
"HT","Haiti",2012,"2012 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,94.6
"HT","Haiti",2012,"2012 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"HT","Haiti",2012,"2012 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"HT","Haiti",2012,"2012 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"HT","Haiti",2012,"2012 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"HT","Haiti",2012,"2012 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,17
"HT","Haiti",2006,"2005-06 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,96.9
"HT","Haiti",2006,"2005-06 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,95.7
"HT","Haiti",2006,"2005-06 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"HT","Haiti",2006,"2005-06 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"HT","Haiti",2006,"2005-06 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"HT","Haiti",2006,"2005-06 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"HT","Haiti",2006,"2005-06 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,18.8
"HT","Haiti",2000,"2000 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,97.8
"HT","Haiti",2000,"2000 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,97.4
"HT","Haiti",2000,"2000 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"HT","Haiti",2000,"2000 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"HT","Haiti",2000,"2000 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"HT","Haiti",2000,"2000 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"HT","Haiti",2000,"2000 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,17.3
"HT","Haiti",1994,"1994-95 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,96.4
"HT","Haiti",1994,"1994-95 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,96.3
