GHO,PUBLISHSTATE,YEAR,REGION,COUNTRY,AGEGROUP,SEX,Display Value,Numeric,Low,High,order,Comments
NCD_BMI_MEAN,PUBLISHED,2004,SEAR,NPL,AGE20-PLUS,MLE,20.8 [19.2-22.3],20.8,19.2,22.3,4927,
NCD_BMI_MEAN,PUBLISHED,2004,AMR,NIC,AGE20-PLUS,MLE,25.4 [24.1-26.8],25.4,24.1,26.8,4948,
NCD_BMI_MEAN,PUBLISHED,2004,SEAR,PRK,AGE20-PLUS,MLE,22.1 [19.7-24.5],22.1,19.7,24.5,4969,
NCD_BMI_MEAN,PUBLISHED,2004,EMR,PAK,AGE20-PLUS,MLE,22.2 [21.2-23.1],22.2,21.2,23.1,4991,
NCD_BMI_MEAN,PUBLISHED,2004,WPR,PNG,AGE20-PLUS,MLE,24.7 [23.9-25.4],24.7,23.9,25.4,5013,
NCD_BMI_MEAN,PUBLISHED,2004,WPR,PHL,AGE20-PLUS,MLE,22.6 [22.1-23.2],22.6,22.1,23.2,5035,
NCD_BMI_MEAN,PUBLISHED,2004,EMR,QAT,AGE20-PLUS,MLE,27.5 [26.9-28.2],27.5,26.9,28.2,5056,
NCD_BMI_MEAN,PUBLISHED,2004,AFR,RWA,AGE20-PLUS,MLE,22.3 [19.8-24.7],22.3,19.8,24.7,5078,
NCD_BMI_MEAN,PUBLISHED,2004,AMR,VCT,AGE20-PLUS,MLE,25.1 [22.9-27.1],25.1,22.9,27.1,5098,
NCD_BMI_MEAN,PUBLISHED,2004,AFR,ZAF,AGE20-PLUS,MLE,25.5 [25.0-26.0],25.5,25,26,5186,
NCD_BMI_MEAN,PUBLISHED,2004,SEAR,LKA,AGE20-PLUS,MLE,21.7 [21.2-22.2],21.7,21.2,22.2,5207,
NCD_BMI_MEAN,PUBLISHED,2004,AFR,SWZ,AGE20-PLUS,MLE,22.7 [20.5-25.0],22.7,20.5,25,5228,
NCD_BMI_MEAN,PUBLISHED,2004,EMR,SYR,AGE20-PLUS,MLE,26.6 [25.9-27.3],26.6,25.9,27.3,5250,
NCD_BMI_MEAN,PUBLISHED,2004,SEAR,THA,AGE20-PLUS,MLE,22.7 [22.4-23.0],22.7,22.4,23,5270,
NCD_BMI_MEAN,PUBLISHED,2004,WPR,TON,AGE20-PLUS,MLE,30.4 [29.6-31.2],30.4,29.6,31.2,5292,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,TUR,AGE20-PLUS,MLE,26.1 [25.8-26.4],26.1,25.8,26.4,5313,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,SWE,AGE20-PLUS,FMLE,25.0 [24.4-25.7],25,24.4,25.7,5332,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,TJK,AGE20-PLUS,FMLE,23.6 [21.9-25.2],23.6,21.9,25.2,5355,
NCD_BMI_MEAN,PUBLISHED,2004,AFR,GMB,AGE20-PLUS,FMLE,24.0 [22.7-25.4],24,22.7,25.4,5375,
NCD_BMI_MEAN,PUBLISHED,2004,AMR,TTO,AGE20-PLUS,FMLE,28.0 [26.0-30.0],28,26,30,5395,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,TKM,AGE20-PLUS,FMLE,24.3 [23.0-25.6],24.3,23,25.6,5417,
NCD_BMI_MEAN,PUBLISHED,2004,AFR,ZWE,AGE20-PLUS,FMLE,24.7 [24.1-25.3],24.7,24.1,25.3,5507,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,MCO,AGE20-PLUS,MLE,?,,,,5702,No data available.  Estimate could not be calculated due to lack of covariate data.
NCD_BMI_MEAN,PUBLISHED,2004,EUR,TKM,AGE20-PLUS,MLE,24.6 [22.5-26.8],24.6,22.5,26.8,5730,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,GBR,AGE20-PLUS,MLE,27.0 [26.7-27.4],27,26.7,27.4,5752,
NCD_BMI_MEAN,PUBLISHED,2004,AMR,URY,AGE20-PLUS,MLE,26.1 [25.2-26.9],26.1,25.2,26.9,5773,
NCD_BMI_MEAN,PUBLISHED,2004,AMR,VEN,AGE20-PLUS,MLE,27.0 [26.0-27.9],27,26,27.9,5794,
NCD_BMI_MEAN,PUBLISHED,2004,AFR,ZMB,AGE20-PLUS,MLE,20.4 [19.3-21.5],20.4,19.3,21.5,5816,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,ALB,AGE20-PLUS,FMLE,25.4 [23.6-27.2],25.4,23.6,27.2,5836,
NCD_BMI_MEAN,PUBLISHED,2004,AFR,AGO,AGE20-PLUS,FMLE,22.6 [19.7-25.6],22.6,19.7,25.6,5858,
NCD_BMI_MEAN,PUBLISHED,2004,AMR,BLZ,AGE20-PLUS,FMLE,29.2 [28.2-30.2],29.2,28.2,30.2,5948,
NCD_BMI_MEAN,PUBLISHED,2004,AMR,BOL,AGE20-PLUS,FMLE,26.4 [25.7-27.1],26.4,25.7,27.1,5968,
NCD_BMI_MEAN,PUBLISHED,2004,AMR,BRA,AGE20-PLUS,FMLE,25.6 [25.1-26.0],25.6,25.1,26,5991,
NCD_BMI_MEAN,PUBLISHED,2004,AFR,BFA,AGE20-PLUS,FMLE,21.3 [20.6-22.0],21.3,20.6,22,6011,
NCD_BMI_MEAN,PUBLISHED,2004,AFR,CMR,AGE20-PLUS,FMLE,24.3 [23.7-25.0],24.3,23.7,25,6032,
NCD_BMI_MEAN,PUBLISHED,2004,AFR,CAF,AGE20-PLUS,FMLE,21.9 [20.3-23.5],21.9,20.3,23.5,6055,
NCD_BMI_MEAN,PUBLISHED,2004,WPR,CHN,AGE20-PLUS,FMLE,22.8 [22.4-23.2],22.8,22.4,23.2,6075,
NCD_BMI_MEAN,PUBLISHED,2004,AFR,COG,AGE20-PLUS,FMLE,22.6 [21.6-23.7],22.6,21.6,23.7,6095,
NCD_BMI_MEAN,PUBLISHED,2004,AMR,CRI,AGE20-PLUS,FMLE,26.5 [25.5-27.6],26.5,25.5,27.6,6117,
NCD_BMI_MEAN,PUBLISHED,2004,AFR,UGA,AGE20-PLUS,MLE,22.3 [19.9-24.8],22.3,19.9,24.8,6153,
NCD_BMI_MEAN,PUBLISHED,2004,AMR,USA,AGE20-PLUS,MLE,28.1 [27.8-28.4],28.1,27.8,28.4,6175,
NCD_BMI_MEAN,PUBLISHED,2004,WPR,VUT,AGE20-PLUS,MLE,26.3 [25.6-27.0],26.3,25.6,27,6197,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,ARM,AGE20-PLUS,FMLE,26.7 [25.9-27.6],26.7,25.9,27.6,6285,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,AZE,AGE20-PLUS,FMLE,26.9 [26.1-27.8],26.9,26.1,27.8,6305,
NCD_BMI_MEAN,PUBLISHED,2004,SEAR,BGD,AGE20-PLUS,FMLE,20.0 [19.5-20.5],20,19.5,20.5,6327,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,BEL,AGE20-PLUS,FMLE,25.2 [24.0-26.4],25.2,24,26.4,6348,
NCD_BMI_MEAN,PUBLISHED,2004,SEAR,BTN,AGE20-PLUS,FMLE,22.4 [20.7-24.1],22.4,20.7,24.1,6369,
NCD_BMI_MEAN,PUBLISHED,2004,AFR,BWA,AGE20-PLUS,FMLE,25.7 [24.7-26.7],25.7,24.7,26.7,6390,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,BGR,AGE20-PLUS,FMLE,25.3 [24.2-26.4],25.3,24.2,26.4,6411,
NCD_BMI_MEAN,PUBLISHED,2004,WPR,KHM,AGE20-PLUS,FMLE,21.1 [20.5-21.8],21.1,20.5,21.8,6433,
NCD_BMI_MEAN,PUBLISHED,2004,AFR,CPV,AGE20-PLUS,FMLE,24.4 [23.4-25.4],24.4,23.4,25.4,6453,
NCD_BMI_MEAN,PUBLISHED,2004,AMR,CUB,AGE20-PLUS,FMLE,26.2 [24.9-27.5],26.2,24.9,27.5,6544,
NCD_BMI_MEAN,PUBLISHED,2004,AMR,SLV,AGE20-PLUS,FMLE,27.2 [26.5-27.9],27.2,26.5,27.9,6646,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,EST,AGE20-PLUS,FMLE,25.1 [23.8-26.4],25.1,23.8,26.4,6668,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,FIN,AGE20-PLUS,FMLE,25.5 [24.9-26.1],25.5,24.9,26.1,6688,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,GEO,AGE20-PLUS,FMLE,26.1 [23.2-28.9],26.1,23.2,28.9,6708,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,GRC,AGE20-PLUS,FMLE,24.9 [23.7-26.0],24.9,23.7,26,6731,
NCD_BMI_MEAN,PUBLISHED,2004,AFR,GIN,AGE20-PLUS,FMLE,22.1 [21.3-23.0],22.1,21.3,23,6752,
NCD_BMI_MEAN,PUBLISHED,2004,AMR,HTI,AGE20-PLUS,FMLE,22.9 [22.1-23.6],22.9,22.1,23.6,6772,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,ISL,AGE20-PLUS,FMLE,25.6 [23.9-27.4],25.6,23.9,27.4,6795,
NCD_BMI_MEAN,PUBLISHED,2004,EMR,IRN,AGE20-PLUS,FMLE,26.5 [26.1-26.9],26.5,26.1,26.9,6815,
NCD_BMI_MEAN,PUBLISHED,2004,WPR,LAO,AGE20-PLUS,FMLE,21.6 [20.5-22.7],21.6,20.5,22.7,6905,
NCD_BMI_MEAN,PUBLISHED,2004,AFR,LSO,AGE20-PLUS,FMLE,26.5 [25.6-27.4],26.5,25.6,27.4,6927,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,LTU,AGE20-PLUS,FMLE,25.9 [24.4-27.4],25.9,24.4,27.4,6947,
NCD_BMI_MEAN,PUBLISHED,2004,AFR,MDG,AGE20-PLUS,FMLE,20.7 [20.2-21.2],20.7,20.2,21.2,6969,
NCD_BMI_MEAN,PUBLISHED,2004,SEAR,MDV,AGE20-PLUS,FMLE,25.8 [24.5-27.2],25.8,24.5,27.2,6990,
NCD_BMI_MEAN,PUBLISHED,2004,WPR,MHL,AGE20-PLUS,FMLE,30.6 [29.4-31.8],30.6,29.4,31.8,7011,
NCD_BMI_MEAN,PUBLISHED,2004,AMR,MEX,AGE20-PLUS,FMLE,28.3 [27.7-28.8],28.3,27.7,28.8,7033,
NCD_BMI_MEAN,PUBLISHED,2004,WPR,MNG,AGE20-PLUS,FMLE,25.4 [24.8-25.9],25.4,24.8,25.9,7053,
NCD_BMI_MEAN,PUBLISHED,2004,AFR,MOZ,AGE20-PLUS,FMLE,22.7 [22.0-23.5],22.7,22,23.5,7073,
NCD_BMI_MEAN,PUBLISHED,2004,WPR,NRU,AGE20-PLUS,FMLE,34.1 [33.0-35.2],34.1,33,35.2,7096,
NCD_BMI_MEAN,PUBLISHED,2004,WPR,PNG,AGE20-PLUS,FMLE,25.2 [24.1-26.3],25.2,24.1,26.3,7185,
NCD_BMI_MEAN,PUBLISHED,2004,WPR,PHL,AGE20-PLUS,FMLE,23.1 [22.4-23.9],23.1,22.4,23.9,7206,
NCD_BMI_MEAN,PUBLISHED,2004,EMR,QAT,AGE20-PLUS,FMLE,28.5 [27.6-29.5],28.5,27.6,29.5,7228,
NCD_BMI_MEAN,PUBLISHED,2004,AFR,RWA,AGE20-PLUS,FMLE,21.7 [20.9-22.5],21.7,20.9,22.5,7248,
NCD_BMI_MEAN,PUBLISHED,2004,AMR,VCT,AGE20-PLUS,FMLE,27.2 [24.3-30.0],27.2,24.3,30,7270,
NCD_BMI_MEAN,PUBLISHED,2004,EMR,SAU,AGE20-PLUS,FMLE,29.0 [28.4-29.6],29,28.4,29.6,7292,
NCD_BMI_MEAN,PUBLISHED,2004,AFR,SYC,AGE20-PLUS,FMLE,27.5 [26.6-28.4],27.5,26.6,28.4,7312,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,SVK,AGE20-PLUS,FMLE,26.1 [23.3-28.9],26.1,23.3,28.9,7333,
NCD_BMI_MEAN,PUBLISHED,2004,EMR,SOM,AGE20-PLUS,FMLE,22.3 [19.6-25.1],22.3,19.6,25.1,7354,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,DNK,AGE20-PLUS,FMLE,24.9 [23.5-26.3],24.9,23.5,26.3,7413,
NCD_BMI_MEAN,PUBLISHED,2004,AMR,DOM,AGE20-PLUS,FMLE,26.5 [25.4-27.7],26.5,25.4,27.7,7434,
NCD_BMI_MEAN,PUBLISHED,2004,EMR,EGY,AGE20-PLUS,FMLE,29.5 [29.1-30.0],29.5,29.1,30,7455,
NCD_BMI_MEAN,PUBLISHED,2004,AFR,ERI,AGE20-PLUS,FMLE,20.7 [20.0-21.5],20.7,20,21.5,7476,
NCD_BMI_MEAN,PUBLISHED,2004,WPR,FJI,AGE20-PLUS,FMLE,28.5 [27.4-29.7],28.5,27.4,29.7,7498,
NCD_BMI_MEAN,PUBLISHED,2004,AFR,GAB,AGE20-PLUS,FMLE,25.2 [24.4-26.1],25.2,24.4,26.1,7518,
NCD_BMI_MEAN,PUBLISHED,2004,AFR,GHA,AGE20-PLUS,FMLE,23.8 [23.3-24.2],23.8,23.3,24.2,7540,
NCD_BMI_MEAN,PUBLISHED,2004,AMR,GTM,AGE20-PLUS,FMLE,26.2 [25.5-27.0],26.2,25.5,27,7561,
NCD_BMI_MEAN,PUBLISHED,2004,AMR,GUY,AGE20-PLUS,FMLE,26.3 [23.3-29.2],26.3,23.3,29.2,7582,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,ISR,AGE20-PLUS,FMLE,26.9 [26.3-27.6],26.9,26.3,27.6,7650,
NCD_BMI_MEAN,PUBLISHED,2004,WPR,JPN,AGE20-PLUS,FMLE,21.9 [21.6-22.2],21.9,21.6,22.2,7672,
NCD_BMI_MEAN,PUBLISHED,2004,AFR,KEN,AGE20-PLUS,FMLE,22.7 [22.0-23.5],22.7,22,23.5,7693,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,KGZ,AGE20-PLUS,FMLE,25.5 [24.1-26.9],25.5,24.1,26.9,7716,
NCD_BMI_MEAN,PUBLISHED,2004,EMR,LBN,AGE20-PLUS,FMLE,27.0 [26.3-27.7],27,26.3,27.7,7736,
NCD_BMI_MEAN,PUBLISHED,2004,EMR,LBY,AGE20-PLUS,FMLE,28.8 [27.8-29.7],28.8,27.8,29.7,7758,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,MKD,AGE20-PLUS,FMLE,25.2 [23.4-27.0],25.2,23.4,27,7779,
NCD_BMI_MEAN,PUBLISHED,2004,WPR,MYS,AGE20-PLUS,FMLE,25.1 [24.5-25.6],25.1,24.5,25.6,7800,
NCD_BMI_MEAN,PUBLISHED,2004,SEAR,THA,AGE20-PLUS,FMLE,24.1 [23.6-24.5],24.1,23.6,24.5,7853,
NCD_BMI_MEAN,PUBLISHED,2004,WPR,TON,AGE20-PLUS,FMLE,33.3 [32.1-34.5],33.3,32.1,34.5,7876,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,TUR,AGE20-PLUS,FMLE,28.0 [27.6-28.4],28,27.6,28.4,7896,
NCD_BMI_MEAN,PUBLISHED,2004,AFR,UGA,AGE20-PLUS,FMLE,22.1 [21.3-22.8],22.1,21.3,22.8,7916,
NCD_BMI_MEAN,PUBLISHED,2004,AMR,USA,AGE20-PLUS,FMLE,28.0 [27.6-28.4],28,27.6,28.4,7938,
NCD_BMI_MEAN,PUBLISHED,2004,WPR,VUT,AGE20-PLUS,FMLE,27.6 [26.7-28.6],27.6,26.7,28.6,7959,
NCD_BMI_MEAN,PUBLISHED,2004,EMR,YEM,AGE20-PLUS,FMLE,25.7 [22.9-28.6],25.7,22.9,28.6,7980,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,SMR,AGE20-PLUS,MLE,?,,,,8209,No data available.  Estimate could not be calculated due to lack of covariate data.
NCD_BMI_MEAN,PUBLISHED,2004,WPR,NIU,AGE20-PLUS,FMLE,?,,,,8232,No data available.  Estimate could not be calculated due to lack of covariate data.
NCD_BMI_MEAN,PUBLISHED,2004,EUR,MLT,AGE20-PLUS,FMLE,27.0 [24.8-29.0],27,24.8,29,8268,
NCD_BMI_MEAN,PUBLISHED,2004,AFR,MUS,AGE20-PLUS,FMLE,25.7 [24.6-26.9],25.7,24.6,26.9,8289,
NCD_BMI_MEAN,PUBLISHED,2004,WPR,NZL,AGE20-PLUS,FMLE,27.0 [26.2-27.7],27,26.2,27.7,8377,
NCD_BMI_MEAN,PUBLISHED,2004,AFR,NGA,AGE20-PLUS,FMLE,23.4 [22.8-23.9],23.4,22.8,23.9,8398,
NCD_BMI_MEAN,PUBLISHED,2004,EMR,OMN,AGE20-PLUS,FMLE,26.5 [25.6-27.5],26.5,25.6,27.5,8420,
NCD_BMI_MEAN,PUBLISHED,2004,AMR,PAN,AGE20-PLUS,FMLE,27.0 [25.7-28.4],27,25.7,28.4,8442,
NCD_BMI_MEAN,PUBLISHED,2004,AMR,PER,AGE20-PLUS,FMLE,25.9 [25.5-26.3],25.9,25.5,26.3,8464,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,PRT,AGE20-PLUS,FMLE,26.1 [25.2-27.0],26.1,25.2,27,8485,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,RUS,AGE20-PLUS,FMLE,26.8 [26.4-27.2],26.8,26.4,27.2,8506,
NCD_BMI_MEAN,PUBLISHED,2004,AMR,LCA,AGE20-PLUS,FMLE,27.0 [25.0-29.1],27,25,29.1,8528,
NCD_BMI_MEAN,PUBLISHED,2004,AFR,STP,AGE20-PLUS,FMLE,24.3 [23.0-25.5],24.3,23,25.5,8548,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,ESP,AGE20-PLUS,FMLE,26.2 [25.6-26.8],26.2,25.6,26.8,8636,
NCD_BMI_MEAN,PUBLISHED,2004,AMR,SUR,AGE20-PLUS,FMLE,27.4 [24.6-30.2],27.4,24.6,30.2,8657,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,CHE,AGE20-PLUS,FMLE,24.1 [22.8-25.3],24.1,22.8,25.3,8678,
NCD_BMI_MEAN,PUBLISHED,2004,AFR,TZA,AGE20-PLUS,FMLE,22.7 [22.0-23.4],22.7,22,23.4,8700,
NCD_BMI_MEAN,PUBLISHED,2004,AFR,TGO,AGE20-PLUS,FMLE,22.3 [21.1-23.6],22.3,21.1,23.6,8720,
NCD_BMI_MEAN,PUBLISHED,2004,EMR,TUN,AGE20-PLUS,FMLE,27.5 [26.2-28.7],27.5,26.2,28.7,8743,
NCD_BMI_MEAN,PUBLISHED,2004,EMR,ARE,AGE20-PLUS,FMLE,29.2 [28.2-30.1],29.2,28.2,30.1,8764,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,UKR,AGE20-PLUS,FMLE,25.9 [24.4-27.3],25.9,24.4,27.3,8786,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,UZB,AGE20-PLUS,FMLE,25.1 [24.1-26.1],25.1,24.1,26.1,8808,
NCD_BMI_MEAN,PUBLISHED,2004,WPR,VNM,AGE20-PLUS,FMLE,20.7 [20.1-21.3],20.7,20.1,21.3,8829,
NCD_BMI_MEAN,PUBLISHED,2004,WPR,NIU,AGE20-PLUS,MLE,?,,,,9053,No data available.  Estimate could not be calculated due to lack of covariate data.
NCD_BMI_MEAN,PUBLISHED,2004,EUR,MCO,AGE20-PLUS,FMLE,?,,,,9075,No data available.  Estimate could not be calculated due to lack of covariate data.
NCD_BMI_MEAN,PUBLISHED,2004,AFR,GAB,AGE20-PLUS,MLE,23.8 [22.6-25.0],23.8,22.6,25,9129,
NCD_BMI_MEAN,PUBLISHED,2004,AFR,GHA,AGE20-PLUS,MLE,22.4 [21.8-23.0],22.4,21.8,23,9150,
NCD_BMI_MEAN,PUBLISHED,2004,AMR,GTM,AGE20-PLUS,MLE,25.0 [24.0-25.9],25,24,25.9,9172,
NCD_BMI_MEAN,PUBLISHED,2004,AMR,GUY,AGE20-PLUS,MLE,23.7 [21.4-25.8],23.7,21.4,25.8,9193,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,HUN,AGE20-PLUS,MLE,26.8 [25.6-28.1],26.8,25.6,28.1,9214,
NCD_BMI_MEAN,PUBLISHED,2004,SEAR,IDN,AGE20-PLUS,MLE,21.5 [21.0-21.9],21.5,21,21.9,9235,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,IRL,AGE20-PLUS,MLE,27.4 [26.9-27.8],27.4,26.9,27.8,9256,
NCD_BMI_MEAN,PUBLISHED,2004,AMR,JAM,AGE20-PLUS,MLE,24.0 [23.4-24.5],24,23.4,24.5,9278,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,KAZ,AGE20-PLUS,MLE,25.6 [23.8-27.3],25.6,23.8,27.3,9298,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,MKD,AGE20-PLUS,MLE,26.1 [23.9-28.4],26.1,23.9,28.4,9386,
NCD_BMI_MEAN,PUBLISHED,2004,WPR,MYS,AGE20-PLUS,MLE,24.3 [23.9-24.7],24.3,23.9,24.7,9407,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,MLT,AGE20-PLUS,MLE,27.4 [25.9-28.9],27.4,25.9,28.9,9429,
NCD_BMI_MEAN,PUBLISHED,2004,AFR,MUS,AGE20-PLUS,MLE,24.7 [23.8-25.5],24.7,23.8,25.5,9451,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,MDA,AGE20-PLUS,MLE,24.0 [21.6-26.3],24,21.6,26.3,9472,
NCD_BMI_MEAN,PUBLISHED,2004,EMR,MAR,AGE20-PLUS,MLE,24.4 [23.6-25.1],24.4,23.6,25.1,9495,
NCD_BMI_MEAN,PUBLISHED,2004,AFR,NAM,AGE20-PLUS,MLE,22.1 [21.3-22.8],22.1,21.3,22.8,9515,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,NLD,AGE20-PLUS,MLE,25.5 [25.0-26.0],25.5,25,26,9537,
NCD_BMI_MEAN,PUBLISHED,2004,AFR,NER,AGE20-PLUS,MLE,21.0 [20.2-21.7],21,20.2,21.7,9558,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,NOR,AGE20-PLUS,MLE,26.5 [25.9-27.1],26.5,25.9,27.1,9579,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,RUS,AGE20-PLUS,MLE,25.4 [25.1-25.7],25.4,25.1,25.7,9667,
NCD_BMI_MEAN,PUBLISHED,2004,AMR,LCA,AGE20-PLUS,MLE,24.5 [22.8-26.0],24.5,22.8,26,9687,
NCD_BMI_MEAN,PUBLISHED,2004,AFR,STP,AGE20-PLUS,MLE,23.0 [22.0-23.9],23,22,23.9,9709,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,SRB,AGE20-PLUS,MLE,26.7 [26.2-27.2],26.7,26.2,27.2,9730,
NCD_BMI_MEAN,PUBLISHED,2004,WPR,SGP,AGE20-PLUS,MLE,23.8 [23.4-24.2],23.8,23.4,24.2,9752,
NCD_BMI_MEAN,PUBLISHED,2004,WPR,SLB,AGE20-PLUS,MLE,26.7 [25.8-27.7],26.7,25.8,27.7,9774,
NCD_BMI_MEAN,PUBLISHED,2004,WPR,KOR,AGE20-PLUS,MLE,23.7 [23.4-24.1],23.7,23.4,24.1,9796,
NCD_BMI_MEAN,PUBLISHED,2004,EMR,SDN,AGE20-PLUS,MLE,22.0 [19.8-24.1],22,19.8,24.1,9818,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,SWE,AGE20-PLUS,MLE,26.1 [25.6-26.5],26.1,25.6,26.5,9839,
NCD_BMI_MEAN,PUBLISHED,2004,EMR,ARE,AGE20-PLUS,MLE,27.5 [26.8-28.2],27.5,26.8,28.2,9927,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,UKR,AGE20-PLUS,MLE,25.0 [22.6-27.2],25,22.6,27.2,9948,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,UZB,AGE20-PLUS,MLE,25.0 [24.3-25.7],25,24.3,25.7,9969,
NCD_BMI_MEAN,PUBLISHED,2004,WPR,VNM,AGE20-PLUS,MLE,20.5 [20.0-20.9],20.5,20,20.9,9990,
NCD_BMI_MEAN,PUBLISHED,2004,AFR,ZWE,AGE20-PLUS,MLE,21.9 [21.2-22.6],21.9,21.2,22.6,10011,
NCD_BMI_MEAN,PUBLISHED,2004,AFR,DZA,AGE20-PLUS,FMLE,26.0 [24.7-27.2],26,24.7,27.2,10033,
NCD_BMI_MEAN,PUBLISHED,2004,AMR,ATG,AGE20-PLUS,FMLE,27.1 [24.2-29.9],27.1,24.2,29.9,10053,
NCD_BMI_MEAN,PUBLISHED,2004,WPR,AUS,AGE20-PLUS,FMLE,26.5 [26.0-27.0],26.5,26,27,10076,
NCD_BMI_MEAN,PUBLISHED,2004,AMR,BHS,AGE20-PLUS,FMLE,28.8 [25.9-31.6],28.8,25.9,31.6,10097,
NCD_BMI_MEAN,PUBLISHED,2004,AMR,BRB,AGE20-PLUS,FMLE,29.1 [27.4-30.9],29.1,27.4,30.9,10119,
NCD_BMI_MEAN,PUBLISHED,2004,WPR,BRN,AGE20-PLUS,FMLE,22.9 [20.0-26.1],22.9,20,26.1,10186,
NCD_BMI_MEAN,PUBLISHED,2004,AFR,BDI,AGE20-PLUS,FMLE,21.0 [18.1-23.9],21,18.1,23.9,10207,
NCD_BMI_MEAN,PUBLISHED,2004,AMR,CAN,AGE20-PLUS,FMLE,26.5 [25.9-27.0],26.5,25.9,27,10228,
NCD_BMI_MEAN,PUBLISHED,2004,AFR,TCD,AGE20-PLUS,FMLE,21.4 [20.7-22.2],21.4,20.7,22.2,10250,
NCD_BMI_MEAN,PUBLISHED,2004,AMR,COL,AGE20-PLUS,FMLE,26.0 [25.5-26.5],26,25.5,26.5,10270,
NCD_BMI_MEAN,PUBLISHED,2004,AFR,COD,AGE20-PLUS,FMLE,21.1 [20.2-22.0],21.1,20.2,22,10292,
NCD_BMI_MEAN,PUBLISHED,2004,AFR,CIV,AGE20-PLUS,FMLE,23.4 [22.5-24.3],23.4,22.5,24.3,10313,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,CYP,AGE20-PLUS,FMLE,25.7 [24.5-27.0],25.7,24.5,27,10334,
NCD_BMI_MEAN,PUBLISHED,2004,EMR,DJI,AGE20-PLUS,FMLE,23.9 [21.0-26.8],23.9,21,26.8,10355,
NCD_BMI_MEAN,PUBLISHED,2004,SEAR,TLS,AGE20-PLUS,FMLE,21.4 [18.6-24.2],21.4,18.6,24.2,10376,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,DEU,AGE20-PLUS,FMLE,25.6 [25.0-26.2],25.6,25,26.2,10467,
NCD_BMI_MEAN,PUBLISHED,2004,AMR,GRD,AGE20-PLUS,FMLE,26.9 [24.2-29.6],26.9,24.2,29.6,10487,
NCD_BMI_MEAN,PUBLISHED,2004,AFR,GNB,AGE20-PLUS,FMLE,22.6 [19.8-25.4],22.6,19.8,25.4,10509,
NCD_BMI_MEAN,PUBLISHED,2004,AMR,HND,AGE20-PLUS,FMLE,26.2 [25.4-27.1],26.2,25.4,27.1,10530,
NCD_BMI_MEAN,PUBLISHED,2004,SEAR,IND,AGE20-PLUS,FMLE,21.1 [20.8-21.5],21.1,20.8,21.5,10551,
NCD_BMI_MEAN,PUBLISHED,2004,EMR,IRQ,AGE20-PLUS,FMLE,28.1 [27.0-29.2],28.1,27,29.2,10572,
NCD_BMI_MEAN,PUBLISHED,2004,EUR,ITA,AGE20-PLUS,FMLE,24.8 [24.2-25.4],24.8,24.2,25.4,10593,
NCD_BMI_MEAN,PUBLISHED,2004,EMR,JOR,AGE20-PLUS,FMLE,29.2 [28.8-29.6],29.2,28.8,29.6,10615,
