"","ItemName","AreaName","ElementName","Value","CO2RR","CO2SE","note","cal","proteinCO2","protein.cal.CO2","CO2.SE.weighted"
"57793","Rape and Mustard Oil","Australia & New Zealand","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"",0,0,0,0
"57819","Rape and Mustard Oil","Morocco","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"",0,0,0,0
"57827","Rape and Mustard Oil","United States of America","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"",0,0,0,0
"57836","Rape and Mustard Oil","Mexico","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"",0,0,0,0
"57837","Rape and Mustard Oil","Czech Republic","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"",0,0,0,0
"57845","Rape and Mustard Oil","Norway","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"",0,0,0,0
"57869","Rape and Mustard Oil","Belarus","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"",0,0,0,0
"57873","Rape and Mustard Oil","Americas","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"",0,0,0,0
"57874","Rape and Mustard Oil","World","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"",0,0,0,0
"57880","Rape and Mustard Oil","Switzerland","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"",0,0,0,0
"57882","Rape and Mustard Oil","Netherlands","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"",0,0,0,0
"57894","Rape and Mustard Oil","Eastern Asia","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"",0,0,0,0
"57920","Rape and Mustard Oil","Western Europe","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"",0,0,0,0
"57935","Rape and Mustard Oil","Slovakia","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"",0,0,0,0
"57941","Rape and Mustard Oil","Spain","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"",0,0,0,0
"57961","Rape and Mustard Oil","Pakistan","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"",0,0,0,0
"58022","Rape and Mustard Oil","Finland","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"",0,0,0,0
"58024","Rape and Mustard Oil","Belgium","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"",0,0,0,0
"58030","Rape and Mustard Oil","Land Locked Developing Countries","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"",0,0,0,0
"58036","Rape and Mustard Oil","Italy","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"",0,0,0,0
"58047","Rape and Mustard Oil","Low Income Food Deficit Countries","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"",0,0,0,0
"58074","Rape and Mustard Oil","Central America","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"",0,0,0,0
"58078","Rape and Mustard Oil","Least Developed Countries","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"",0,0,0,0
"58085","Rape and Mustard Oil","Africa","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"",0,0,0,0
"58089","Rape and Mustard Oil","Algeria","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"",0,0,0,0
"58090","Rape and Mustard Oil","Slovenia","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"",0,0,0,0
"58117","Rape and Mustard Oil","Nepal","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"",0,0,0,0
"58119","Rape and Mustard Oil","Southern Asia","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"",0,0,0,0
"58122","Rape and Mustard Oil","Poland","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"",0,0,0,0
"58127","Rape and Mustard Oil","Northern Europe","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"",0,0,0,0
"58177","Rape and Mustardseed","Ireland","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58180","Rape and Mustardseed","Central Asia","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58182","Rape and Mustardseed","Europe","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58187","Rape and Mustardseed","Turkey","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58189","Rape and Mustardseed","The former Yugoslav Republic of Macedonia","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58190","Rape and Mustardseed","Mauritius","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58200","Rape and Mustardseed","Italy","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58216","Rape and Mustardseed","Northern Europe","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58221","Rape and Mustardseed","Benin","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58228","Rape and Mustardseed","Estonia","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58230","Rape and Mustardseed","Ethiopia","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58233","Rape and Mustardseed","Sudan (former)","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58234","Rape and Mustardseed","Eastern Africa","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58245","Rape and Mustardseed","Brunei Darussalam","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58248","Rape and Mustardseed","Canada","Protein supply quantity (g/capita/day)",1,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",4.25,0.925434271,3.93309565175,0.00345067719427622
"58252","Rape and Mustardseed","Saudi Arabia","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58253","Rape and Mustardseed","Guyana","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58254","Rape and Mustardseed","Nepal","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58255","Rape and Mustardseed","Denmark","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58259","Rape and Mustardseed","Switzerland","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58270","Rape and Mustardseed","South-Eastern Asia","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58277","Rape and Mustardseed","Fiji","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58294","Rape and Mustardseed","Israel","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58296","Rape and Mustardseed","Algeria","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58298","Rape and Mustardseed","Kenya","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58304","Rape and Mustardseed","Croatia","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58311","Rape and Mustardseed","Morocco","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58315","Rape and Mustardseed","Gabon","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58317","Rape and Mustardseed","Rwanda","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58318","Rape and Mustardseed","Chad","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58322","Rape and Mustardseed","Tunisia","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58327","Rape and Mustardseed","United States of America","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58336","Rape and Mustardseed","Western Asia","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58337","Rape and Mustardseed","Namibia","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58338","Rape and Mustardseed","Land Locked Developing Countries","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58365","Rape and Mustardseed","Colombia","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58367","Rape and Mustardseed","Republic of Korea","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58368","Rape and Mustardseed","Georgia","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58371","Rape and Mustardseed","Cabo Verde","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58375","Rape and Mustardseed","Czech Republic","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58376","Rape and Mustardseed","Eastern Europe","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58379","Rape and Mustardseed","Azerbaijan","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58381","Rape and Mustardseed","Slovenia","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58382","Rape and Mustardseed","Uganda","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58386","Rape and Mustardseed","Burkina Faso","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58388","Rape and Mustardseed","Bahamas","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58389","Rape and Mustardseed","Eastern Asia","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58409","Rape and Mustardseed","Nigeria","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58418","Rape and Mustardseed","Togo","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58420","Rape and Mustardseed","United Arab Emirates","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58422","Rape and Mustardseed","Netherlands","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58433","Rape and Mustardseed","Bangladesh","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58439","Rape and Mustardseed","Ecuador","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58446","Rape and Mustardseed","Saint Kitts and Nevis","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58449","Rape and Mustardseed","Peru","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58456","Rape and Mustardseed","Uruguay","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58458","Rape and Mustardseed","Nicaragua","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58462","Rape and Mustardseed","Poland","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58463","Rape and Mustardseed","Serbia and Montenegro","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58464","Rape and Mustardseed","Panama","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58466","Rape and Mustardseed","Senegal","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58467","Rape and Mustardseed","Bosnia and Herzegovina","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58473","Rape and Mustardseed","Mali","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58481","Rape and Mustardseed","Northern Africa","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58484","Rape and Mustardseed","Cuba","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58488","Rape and Mustardseed","Polynesia","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58496","Rape and Mustardseed","Australia & New Zealand","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58499","Rape and Mustardseed","Southern Asia","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58501","Rape and Mustardseed","Spain","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58506","Rape and Mustardseed","Central America","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58510","Rape and Mustardseed","Luxembourg","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58518","Rape and Mustardseed","Uzbekistan","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58528","Rape and Mustardseed","Swaziland","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58532","Rape and Mustardseed","Americas","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58534","Rape and Mustardseed","Lebanon","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58545","Rape and Mustardseed","United Kingdom","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58547","Rape and Mustardseed","South Africa","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58548","Rape and Mustardseed","Germany","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58554","Rape and Mustardseed","Southern Europe","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58558","Rape and Mustardseed","Malawi","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58568","Rape and Mustardseed","European Union","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58572","Rape and Mustardseed","Guatemala","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58578","Rape and Mustardseed","Sri Lanka","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58587","Rape and Mustardseed","El Salvador","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58588","Rape and Mustardseed","Africa","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58589","Rape and Mustardseed","Indonesia","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58591","Rape and Mustardseed","Portugal","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58593","Rape and Mustardseed","China, Taiwan Province of","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58600","Rape and Mustardseed","Kuwait","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58601","Rape and Mustardseed","Thailand","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58602","Rape and Mustardseed","China, Hong Kong SAR","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58604","Rape and Mustardseed","Bulgaria","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58605","Rape and Mustardseed","France","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58612","Rape and Mustardseed","Niger","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58615","Rape and Mustardseed","Albania","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58620","Rape and Mustardseed","Least Developed Countries","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58631","Rape and Mustardseed","Chile","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58634","Rape and Mustardseed","Djibouti","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58636","Rape and Mustardseed","Iceland","Protein supply quantity (g/capita/day)",1,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",4.25,0.925434271,3.93309565175,0.00345067719427622
"58637","Rape and Mustardseed","Oceania","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58651","Rape and Mustardseed","New Zealand","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58653","Rape and Mustardseed","China","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58661","Rape and Mustardseed","Small Island Developing States","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58664","Rape and Mustardseed","Northern America","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58665","Rape and Mustardseed","Melanesia","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58671","Rape and Mustardseed","Ghana","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58672","Rape and Mustardseed","Grenada","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58680","Rape and Mustardseed","Middle Africa","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58683","Rape and Mustardseed","Montenegro","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58691","Rape and Mustardseed","Caribbean","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58692","Rape and Mustardseed","Western Europe","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58701","Rape and Mustardseed","Egypt","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58707","Rape and Mustardseed","Costa Rica","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58713","Rape and Mustardseed","Jordan","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58715","Rape and Mustardseed","Lithuania","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58719","Rape and Mustardseed","Greece","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58721","Rape and Mustardseed","China, Macao SAR","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58727","Rape and Mustardseed","Western Africa","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58728","Rape and Mustardseed","Sweden","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58729","Rape and Mustardseed","Botswana","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58730","Rape and Mustardseed","Zambia","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58731","Rape and Mustardseed","Brazil","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58743","Rape and Mustardseed","Cambodia","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58744","Rape and Mustardseed","World","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58745","Rape and Mustardseed","United Republic of Tanzania","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58749","Rape and Mustardseed","Saint Vincent and the Grenadines","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58751","Rape and Mustardseed","China, mainland","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58752","Rape and Mustardseed","Congo","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58753","Rape and Mustardseed","Iran (Islamic Republic of)","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58756","Rape and Mustardseed","Cyprus","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58757","Rape and Mustardseed","Latvia","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58758","Rape and Mustardseed","Australia","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58762","Rape and Mustardseed","Trinidad and Tobago","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58772","Rape and Mustardseed","Zimbabwe","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58773","Rape and Mustardseed","Belarus","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58775","Rape and Mustardseed","Côte d'Ivoire","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58778","Rape and Mustardseed","Dominica","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58790","Rape and Mustardseed","Bolivia (Plurinational State of)","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58791","Rape and Mustardseed","Venezuela (Bolivarian Republic of)","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58801","Rape and Mustardseed","Madagascar","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58806","Rape and Mustardseed","Honduras","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58807","Rape and Mustardseed","Republic of Moldova","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58828","Rape and Mustardseed","Kyrgyzstan","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58832","Rape and Mustardseed","Belize","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58840","Rape and Mustardseed","Austria","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58846","Rape and Mustardseed","Gambia","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
"58855","Rape and Mustardseed","Paraguay","Protein supply quantity (g/capita/day)",0,0.925434271,0.058742465,"RAPESEED AND MUSTARD, pots and field",0,0,0,0
