"","AreaName","ElementName","ItemName","Value"
"62335","Western Africa","Food supply (kcal/capita/day)","Sesame seed",7
"62341","Oceania","Food supply (kcal/capita/day)","Sesame seed",0
"62348","Somalia","Food supply (kcal/capita/day)","Sesame seed",67
"62357","Russian Federation","Food supply (kcal/capita/day)","Sesame seed",1
"62363","Melanesia","Food supply (kcal/capita/day)","Sesame seed",0
"62364","Uzbekistan","Food supply (kcal/capita/day)","Sesame seed",7
"62366","Syrian Arab Republic","Food supply (kcal/capita/day)","Sesame seed",8
"62367","Maldives","Food supply (kcal/capita/day)","Sesame seed",0
"62369","Americas","Food supply (kcal/capita/day)","Sesame seed",2
"62372","Africa","Food supply (kcal/capita/day)","Sesame seed",8
"62376","Spain","Food supply (kcal/capita/day)","Sesame seed",1
"62383","Trinidad and Tobago","Food supply (kcal/capita/day)","Sesame seed",1
"62388","Egypt","Food supply (kcal/capita/day)","Sesame seed",13
"62389","Finland","Food supply (kcal/capita/day)","Sesame seed",1
"62393","Serbia","Food supply (kcal/capita/day)","Sesame seed",2
"62400","New Caledonia","Food supply (kcal/capita/day)","Sesame seed",1
"62402","El Salvador","Food supply (kcal/capita/day)","Sesame seed",3
"62405","Ecuador","Food supply (kcal/capita/day)","Sesame seed",0
"62411","European Union","Food supply (kcal/capita/day)","Sesame seed",1
"62415","Gambia","Food supply (kcal/capita/day)","Sesame seed",24
"62419","Eastern Africa","Food supply (kcal/capita/day)","Sesame seed",9
"62425","Land Locked Developing Countries","Food supply (kcal/capita/day)","Sesame seed",12
"62428","Japan","Food supply (kcal/capita/day)","Sesame seed",9
"62431","Southern Africa","Food supply (kcal/capita/day)","Sesame seed",0
"62436","Nicaragua","Food supply (kcal/capita/day)","Sesame seed",2
"62440","Georgia","Food supply (kcal/capita/day)","Sesame seed",0
"62443","The former Yugoslav Republic of Macedonia","Food supply (kcal/capita/day)","Sesame seed",4
"62447","Switzerland","Food supply (kcal/capita/day)","Sesame seed",3
"62448","Niger","Food supply (kcal/capita/day)","Sesame seed",74
"62450","Montenegro","Food supply (kcal/capita/day)","Sesame seed",1
"62455","Chad","Food supply (kcal/capita/day)","Sesame seed",41
"62466","Cyprus","Food supply (kcal/capita/day)","Sesame seed",21
"62469","Australia & New Zealand","Food supply (kcal/capita/day)","Sesame seed",0
"62472","Togo","Food supply (kcal/capita/day)","Sesame seed",1
"62473","China, mainland","Food supply (kcal/capita/day)","Sesame seed",5
"62486","Hungary","Food supply (kcal/capita/day)","Sesame seed",1
"62489","Caribbean","Food supply (kcal/capita/day)","Sesame seed",2
"62492","China, Hong Kong SAR","Food supply (kcal/capita/day)","Sesame seed",2
"62494","Guinea","Food supply (kcal/capita/day)","Sesame seed",0
"62495","Grenada","Food supply (kcal/capita/day)","Sesame seed",0
"62498","Philippines","Food supply (kcal/capita/day)","Sesame seed",0
"62503","Mauritania","Food supply (kcal/capita/day)","Sesame seed",0
"62507","Austria","Food supply (kcal/capita/day)","Sesame seed",4
"62510","Uganda","Food supply (kcal/capita/day)","Sesame seed",56
"62511","Saint Lucia","Food supply (kcal/capita/day)","Sesame seed",0
"62514","Brunei Darussalam","Food supply (kcal/capita/day)","Sesame seed",1
"62515","Eastern Europe","Food supply (kcal/capita/day)","Sesame seed",1
"62520","China","Food supply (kcal/capita/day)","Sesame seed",5
"62527","Afghanistan","Food supply (kcal/capita/day)","Sesame seed",10
"62533","Southern Europe","Food supply (kcal/capita/day)","Sesame seed",2
"62536","Armenia","Food supply (kcal/capita/day)","Sesame seed",0
"62546","Jamaica","Food supply (kcal/capita/day)","Sesame seed",0
"62551","Paraguay","Food supply (kcal/capita/day)","Sesame seed",24
"62554","Vanuatu","Food supply (kcal/capita/day)","Sesame seed",0
"62556","United Kingdom","Food supply (kcal/capita/day)","Sesame seed",2
"62563","Algeria","Food supply (kcal/capita/day)","Sesame seed",2
"62569","Namibia","Food supply (kcal/capita/day)","Sesame seed",0
"62584","Net Food Importing Developing Countries","Food supply (kcal/capita/day)","Sesame seed",8
"62588","Iraq","Food supply (kcal/capita/day)","Sesame seed",4
"62589","Ireland","Food supply (kcal/capita/day)","Sesame seed",1
"62593","Uruguay","Food supply (kcal/capita/day)","Sesame seed",0
"62594","Solomon Islands","Food supply (kcal/capita/day)","Sesame seed",0
"62597","Northern America","Food supply (kcal/capita/day)","Sesame seed",2
"62598","Occupied Palestinian Territory","Food supply (kcal/capita/day)","Sesame seed",0
"62600","India","Food supply (kcal/capita/day)","Sesame seed",1
"62603","Myanmar","Food supply (kcal/capita/day)","Sesame seed",19
"62604","Ghana","Food supply (kcal/capita/day)","Sesame seed",0
"62618","Central African Republic","Food supply (kcal/capita/day)","Sesame seed",34
"62623","Tajikistan","Food supply (kcal/capita/day)","Sesame seed",1
"62629","Cambodia","Food supply (kcal/capita/day)","Sesame seed",38
"62632","Senegal","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62645","Uganda","Food supply (kcal/capita/day)","Sesameseed Oil",19
"62646","Suriname","Food supply (kcal/capita/day)","Sesameseed Oil",1
"62649","Jordan","Food supply (kcal/capita/day)","Sesameseed Oil",15
"62652","Turkey","Food supply (kcal/capita/day)","Sesameseed Oil",10
"62656","Slovakia","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62657","Burkina Faso","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62658","Indonesia","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62659","Cameroon","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62664","Malaysia","Food supply (kcal/capita/day)","Sesameseed Oil",4
"62669","Iceland","Food supply (kcal/capita/day)","Sesameseed Oil",1
"62676","Estonia","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62678","Saint Vincent and the Grenadines","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62680","Sudan (former)","Food supply (kcal/capita/day)","Sesameseed Oil",25
"62683","Colombia","Food supply (kcal/capita/day)","Sesameseed Oil",1
"62684","Libya","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62685","Portugal","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62688","Republic of Korea","Food supply (kcal/capita/day)","Sesameseed Oil",14
"62689","New Zealand","Food supply (kcal/capita/day)","Sesameseed Oil",1
"62694","Northern Africa","Food supply (kcal/capita/day)","Sesameseed Oil",5
"62696","Germany","Food supply (kcal/capita/day)","Sesameseed Oil",1
"62700","Ireland","Food supply (kcal/capita/day)","Sesameseed Oil",1
"62701","South America","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62707","Chile","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62709","Montenegro","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62713","Least Developed Countries","Food supply (kcal/capita/day)","Sesameseed Oil",7
"62717","Iran (Islamic Republic of)","Food supply (kcal/capita/day)","Sesameseed Oil",9
"62718","Central America","Food supply (kcal/capita/day)","Sesameseed Oil",1
"62722","Peru","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62730","Norway","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62732","Mozambique","Food supply (kcal/capita/day)","Sesameseed Oil",32
"62745","South-Eastern Asia","Food supply (kcal/capita/day)","Sesameseed Oil",4
"62749","Northern America","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62759","Oceania","Food supply (kcal/capita/day)","Sesameseed Oil",3
"62761","China, mainland","Food supply (kcal/capita/day)","Sesameseed Oil",4
"62764","Eastern Africa","Food supply (kcal/capita/day)","Sesameseed Oil",6
"62771","Americas","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62775","Ghana","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62776","Ecuador","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62779","China, Taiwan Province of","Food supply (kcal/capita/day)","Sesameseed Oil",11
"62780","United Arab Emirates","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62788","Bahamas","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62789","Kyrgyzstan","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62790","Denmark","Food supply (kcal/capita/day)","Sesameseed Oil",4
"62791","India","Food supply (kcal/capita/day)","Sesameseed Oil",2
"62803","Occupied Palestinian Territory","Food supply (kcal/capita/day)","Sesameseed Oil",1
"62804","Southern Asia","Food supply (kcal/capita/day)","Sesameseed Oil",2
"62809","European Union","Food supply (kcal/capita/day)","Sesameseed Oil",1
"62818","Uruguay","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62823","Fiji","Food supply (kcal/capita/day)","Sesameseed Oil",1
"62824","Southern Europe","Food supply (kcal/capita/day)","Sesameseed Oil",1
"62827","Swaziland","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62839","Barbados","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62845","Sweden","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62848","Slovenia","Food supply (kcal/capita/day)","Sesameseed Oil",1
"62850","Togo","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62851","Austria","Food supply (kcal/capita/day)","Sesameseed Oil",1
"62853","Malta","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62856","Namibia","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62859","Canada","Food supply (kcal/capita/day)","Sesameseed Oil",1
"62860","Belgium","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62862","Asia","Food supply (kcal/capita/day)","Sesameseed Oil",3
"62863","Ukraine","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62871","Ethiopia","Food supply (kcal/capita/day)","Sesameseed Oil",2
"62883","Thailand","Food supply (kcal/capita/day)","Sesameseed Oil",5
"62884","Romania","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62888","Vanuatu","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62891","Grenada","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62893","Gabon","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62894","Honduras","Food supply (kcal/capita/day)","Sesameseed Oil",1
"62901","Europe","Food supply (kcal/capita/day)","Sesameseed Oil",1
"62910","Morocco","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62911","Syrian Arab Republic","Food supply (kcal/capita/day)","Sesameseed Oil",14
"62916","Land Locked Developing Countries","Food supply (kcal/capita/day)","Sesameseed Oil",3
"62917","Costa Rica","Food supply (kcal/capita/day)","Sesameseed Oil",2
"62919","Liberia","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62925","Solomon Islands","Food supply (kcal/capita/day)","Sesameseed Oil",2
"62927","Central African Republic","Food supply (kcal/capita/day)","Sesameseed Oil",43
"62929","Cambodia","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62935","Australia","Food supply (kcal/capita/day)","Sesameseed Oil",4
"62946","El Salvador","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62949","Western Africa","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62951","United Kingdom","Food supply (kcal/capita/day)","Sesameseed Oil",1
"62956","Lebanon","Food supply (kcal/capita/day)","Sesameseed Oil",23
"62959","Armenia","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62964","China, Macao SAR","Food supply (kcal/capita/day)","Sesameseed Oil",6
"62965","Iraq","Food supply (kcal/capita/day)","Sesameseed Oil",5
"62966","South Africa","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62968","Spain","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62983","Serbia and Montenegro","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62987","Algeria","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62990","Micronesia","Food supply (kcal/capita/day)","Sesameseed Oil",3
"62992","Africa","Food supply (kcal/capita/day)","Sesameseed Oil",3
"62993","Sao Tome and Principe","Food supply (kcal/capita/day)","Sesameseed Oil",0
"62999","Panama","Food supply (kcal/capita/day)","Sesameseed Oil",1
"63007","Finland","Food supply (kcal/capita/day)","Sesameseed Oil",0
"63012","Western Asia","Food supply (kcal/capita/day)","Sesameseed Oil",9
"63014","Northern Europe","Food supply (kcal/capita/day)","Sesameseed Oil",1
"63015","Caribbean","Food supply (kcal/capita/day)","Sesameseed Oil",0
"63017","Kenya","Food supply (kcal/capita/day)","Sesameseed Oil",0
"63018","Sri Lanka","Food supply (kcal/capita/day)","Sesameseed Oil",1
"63024","New Caledonia","Food supply (kcal/capita/day)","Sesameseed Oil",2
"63028","Central Asia","Food supply (kcal/capita/day)","Sesameseed Oil",0
"63029","Italy","Food supply (kcal/capita/day)","Sesameseed Oil",1
"63030","Trinidad and Tobago","Food supply (kcal/capita/day)","Sesameseed Oil",1
"63034","Madagascar","Food supply (kcal/capita/day)","Sesameseed Oil",0
"63038","Hungary","Food supply (kcal/capita/day)","Sesameseed Oil",0
"63040","Saint Lucia","Food supply (kcal/capita/day)","Sesameseed Oil",0
"63044","Pakistan","Food supply (kcal/capita/day)","Sesameseed Oil",1
"63047","Azerbaijan","Food supply (kcal/capita/day)","Sesameseed Oil",0
"63051","Venezuela (Bolivarian Republic of)","Food supply (kcal/capita/day)","Sesameseed Oil",3
"63055","Bangladesh","Food supply (kcal/capita/day)","Sesameseed Oil",1
"63057","Croatia","Food supply (kcal/capita/day)","Sesameseed Oil",0
"63058","Côte d'Ivoire","Food supply (kcal/capita/day)","Sesameseed Oil",0
"63060","Polynesia","Food supply (kcal/capita/day)","Sesameseed Oil",2
"63064","Belize","Food supply (kcal/capita/day)","Sesameseed Oil",0
"63068","Mauritania","Food supply (kcal/capita/day)","Sesameseed Oil",1
"63071","World","Food supply (kcal/capita/day)","Sesameseed Oil",3
"63074","Maldives","Food supply (kcal/capita/day)","Sesameseed Oil",1
"63082","Southern Africa","Food supply (kcal/capita/day)","Sesameseed Oil",0
"63083","Myanmar","Food supply (kcal/capita/day)","Sesameseed Oil",29
"63084","Australia & New Zealand","Food supply (kcal/capita/day)","Sesameseed Oil",3
"63087","Zimbabwe","Food supply (kcal/capita/day)","Sesameseed Oil",0
"63090","China, Hong Kong SAR","Food supply (kcal/capita/day)","Sesameseed Oil",5
"63103","Low Income Food Deficit Countries","Food supply (kcal/capita/day)","Sesameseed Oil",2
"63105","Guyana","Food supply (kcal/capita/day)","Sesameseed Oil",0
"63120","Poland","Food supply (kcal/capita/day)","Sesameseed Oil",2
"63124","The former Yugoslav Republic of Macedonia","Food supply (kcal/capita/day)","Sesameseed Oil",4
"63135","Greece","Food supply (kcal/capita/day)","Sesameseed Oil",6
"63136","Mauritius","Food supply (kcal/capita/day)","Sesameseed Oil",0
"63137","Lithuania","Food supply (kcal/capita/day)","Sesameseed Oil",0
"63142","Bolivia (Plurinational State of)","Food supply (kcal/capita/day)","Sesameseed Oil",0
"63150","Niger","Food supply (kcal/capita/day)","Sesameseed Oil",0
"63151","Brazil","Food supply (kcal/capita/day)","Sesameseed Oil",0
"63156","Israel","Food supply (kcal/capita/day)","Sesameseed Oil",0
"63159","Kuwait","Food supply (kcal/capita/day)","Sesameseed Oil",1
"63160","Philippines","Food supply (kcal/capita/day)","Sesameseed Oil",0
"63163","Middle Africa","Food supply (kcal/capita/day)","Sesameseed Oil",3
"63165","Nicaragua","Food supply (kcal/capita/day)","Sesameseed Oil",0
"63167","Tunisia","Food supply (kcal/capita/day)","Sesameseed Oil",1
"63168","Viet Nam","Food supply (kcal/capita/day)","Sesameseed Oil",2
"63173","Somalia","Food supply (kcal/capita/day)","Sesameseed Oil",22
"63175","Melanesia","Food supply (kcal/capita/day)","Sesameseed Oil",1
"63177","Nigeria","Food supply (kcal/capita/day)","Sesameseed Oil",0
"63180","Brunei Darussalam","Food supply (kcal/capita/day)","Sesameseed Oil",5
"63187","Nepal","Food supply (kcal/capita/day)","Sesameseed Oil",0
"63190","Kazakhstan","Food supply (kcal/capita/day)","Sesameseed Oil",0
"63198","Net Food Importing Developing Countries","Food supply (kcal/capita/day)","Sesameseed Oil",4
"63199","Zambia","Food supply (kcal/capita/day)","Sesameseed Oil",0
"63203","United Republic of Tanzania","Food supply (kcal/capita/day)","Sesameseed Oil",3
"63209","Yemen","Food supply (kcal/capita/day)","Sesameseed Oil",9
"63214","France","Food supply (kcal/capita/day)","Sesameseed Oil",2
"63216","Benin","Food supply (kcal/capita/day)","Sesameseed Oil",0
"63217","Saudi Arabia","Food supply (kcal/capita/day)","Sesameseed Oil",16
"63219","Eastern Europe","Food supply (kcal/capita/day)","Sesameseed Oil",0
"63231","Afghanistan","Food supply (kcal/capita/day)","Sesameseed Oil",2
"63234","China","Food supply (kcal/capita/day)","Sesameseed Oil",4
"63235","Russian Federation","Food supply (kcal/capita/day)","Sesameseed Oil",0
"63237","French Polynesia","Food supply (kcal/capita/day)","Sesameseed Oil",3
"63241","Western Europe","Food supply (kcal/capita/day)","Sesameseed Oil",1
"63245","Mexico","Food supply (kcal/capita/day)","Sesameseed Oil",2
"63249","Switzerland","Food supply (kcal/capita/day)","Sesameseed Oil",1
"63264","Cuba","Food supply (kcal/capita/day)","Sesameseed Oil",0
"63268","Small Island Developing States","Food supply (kcal/capita/day)","Sesameseed Oil",0
"63269","Belarus","Food supply (kcal/capita/day)","Sesameseed Oil",0
"63273","Georgia","Food supply (kcal/capita/day)","Sesameseed Oil",0
"63277","Argentina","Food supply (kcal/capita/day)","Sesameseed Oil",0
"63281","Botswana","Food supply (kcal/capita/day)","Sesameseed Oil",6
"63292","Kiribati","Food supply (kcal/capita/day)","Sesameseed Oil",3
"63298","Cyprus","Food supply (kcal/capita/day)","Sesameseed Oil",1
"63308","Guatemala","Food supply (kcal/capita/day)","Sesameseed Oil",0
"63313","Eastern Asia","Food supply (kcal/capita/day)","Sesameseed Oil",4
"63331","Cameroon","Food supply (kcal/capita/day)","Sorghum and products",236
"63334","Net Food Importing Developing Countries","Food supply (kcal/capita/day)","Sorghum and products",74
"63335","Kenya","Food supply (kcal/capita/day)","Sorghum and products",17
"63338","Middle Africa","Food supply (kcal/capita/day)","Sorghum and products",162
"63339","Least Developed Countries","Food supply (kcal/capita/day)","Sorghum and products",114
"63342","Saudi Arabia","Food supply (kcal/capita/day)","Sorghum and products",35
"63352","Somalia","Food supply (kcal/capita/day)","Sorghum and products",151
"63359","Bangladesh","Food supply (kcal/capita/day)","Sorghum and products",0
"63365","Uganda","Food supply (kcal/capita/day)","Sorghum and products",34
"63372","El Salvador","Food supply (kcal/capita/day)","Sorghum and products",147
"63378","Asia","Food supply (kcal/capita/day)","Sorghum and products",16
"63390","World","Food supply (kcal/capita/day)","Sorghum and products",30
"63396","Russian Federation","Food supply (kcal/capita/day)","Sorghum and products",0
"63397","Ghana","Food supply (kcal/capita/day)","Sorghum and products",61
"63403","Spain","Food supply (kcal/capita/day)","Sorghum and products",0
"63416","Angola","Food supply (kcal/capita/day)","Sorghum and products",0
"63425","Low Income Food Deficit Countries","Food supply (kcal/capita/day)","Sorghum and products",71
"63431","Rwanda","Food supply (kcal/capita/day)","Sorghum and products",100
"63433","Eastern Asia","Food supply (kcal/capita/day)","Sorghum and products",5
"63442","Benin","Food supply (kcal/capita/day)","Sorghum and products",94
"63443","Niger","Food supply (kcal/capita/day)","Sorghum and products",336
"63454","Guatemala","Food supply (kcal/capita/day)","Sorghum and products",7
"63455","South-Eastern Asia","Food supply (kcal/capita/day)","Sorghum and products",1
"63461","European Union","Food supply (kcal/capita/day)","Sorghum and products",0
"63470","Sri Lanka","Food supply (kcal/capita/day)","Sorghum and products",0
"63473","China, Taiwan Province of","Food supply (kcal/capita/day)","Sorghum and products",0
"63481","Djibouti","Food supply (kcal/capita/day)","Sorghum and products",13
"63483","Sudan (former)","Food supply (kcal/capita/day)","Sorghum and products",615
"63497","Mali","Food supply (kcal/capita/day)","Sorghum and products",399
"63500","Botswana","Food supply (kcal/capita/day)","Sorghum and products",204
"63505","Southern Europe","Food supply (kcal/capita/day)","Sorghum and products",0
"63512","Nigeria","Food supply (kcal/capita/day)","Sorghum and products",253
"63513","Gambia","Food supply (kcal/capita/day)","Sorghum and products",123
"63521","Europe","Food supply (kcal/capita/day)","Sorghum and products",0
"63524","Nicaragua","Food supply (kcal/capita/day)","Sorghum and products",14
"63530","Central America","Food supply (kcal/capita/day)","Sorghum and products",7
"63532","India","Food supply (kcal/capita/day)","Sorghum and products",45
"63538","Central African Republic","Food supply (kcal/capita/day)","Sorghum and products",80
"63542","Chad","Food supply (kcal/capita/day)","Sorghum and products",411
"63546","Tunisia","Food supply (kcal/capita/day)","Sorghum and products",4
"63547","Morocco","Food supply (kcal/capita/day)","Sorghum and products",8
"63548","Western Asia","Food supply (kcal/capita/day)","Sorghum and products",18
"63549","Burkina Faso","Food supply (kcal/capita/day)","Sorghum and products",444
"63556","Ethiopia","Food supply (kcal/capita/day)","Sorghum and products",213
"63557","Bosnia and Herzegovina","Food supply (kcal/capita/day)","Sorghum and products",0
"63563","Southern Asia","Food supply (kcal/capita/day)","Sorghum and products",33
"63570","Small Island Developing States","Food supply (kcal/capita/day)","Sorghum and products",11
"63572","Nepal","Food supply (kcal/capita/day)","Sorghum and products",0
"63574","Lesotho","Food supply (kcal/capita/day)","Sorghum and products",37
"63579","Democratic People's Republic of Korea","Food supply (kcal/capita/day)","Sorghum and products",9
"63581","South Africa","Food supply (kcal/capita/day)","Sorghum and products",14
"63583","Land Locked Developing Countries","Food supply (kcal/capita/day)","Sorghum and products",114
"63584","Western Africa","Food supply (kcal/capita/day)","Sorghum and products",211
"63586","Algeria","Food supply (kcal/capita/day)","Sorghum and products",0
"63587","Honduras","Food supply (kcal/capita/day)","Sorghum and products",10
"63592","Americas","Food supply (kcal/capita/day)","Sorghum and products",4
"63599","Madagascar","Food supply (kcal/capita/day)","Sorghum and products",2
"63604","Japan","Food supply (kcal/capita/day)","Sorghum and products",0
"63606","Northern America","Food supply (kcal/capita/day)","Sorghum and products",6
"63607","China","Food supply (kcal/capita/day)","Sorghum and products",5
"63608","Swaziland","Food supply (kcal/capita/day)","Sorghum and products",1
"63614","Namibia","Food supply (kcal/capita/day)","Sorghum and products",14
"63617","Guinea-Bissau","Food supply (kcal/capita/day)","Sorghum and products",72
"63620","Zambia","Food supply (kcal/capita/day)","Sorghum and products",12
"63625","Senegal","Food supply (kcal/capita/day)","Sorghum and products",75
"63630","Northern Africa","Food supply (kcal/capita/day)","Sorghum and products",140
"63639","Togo","Food supply (kcal/capita/day)","Sorghum and products",193
"63640","Pakistan","Food supply (kcal/capita/day)","Sorghum and products",6
"63646","China, Macao SAR","Food supply (kcal/capita/day)","Sorghum and products",0
"63650","Eastern Europe","Food supply (kcal/capita/day)","Sorghum and products",0
"63652","Zimbabwe","Food supply (kcal/capita/day)","Sorghum and products",54
"63655","Brunei Darussalam","Food supply (kcal/capita/day)","Sorghum and products",0
"63662","United Republic of Tanzania","Food supply (kcal/capita/day)","Sorghum and products",67
"63669","Haiti","Food supply (kcal/capita/day)","Sorghum and products",35
"63677","Belize","Food supply (kcal/capita/day)","Sorghum and products",38
"63679","Africa","Food supply (kcal/capita/day)","Sorghum and products",141
"63682","Southern Africa","Food supply (kcal/capita/day)","Sorghum and products",21
"63687","China, mainland","Food supply (kcal/capita/day)","Sorghum and products",5
"63696","Malawi","Food supply (kcal/capita/day)","Sorghum and products",27
"63704","Guinea","Food supply (kcal/capita/day)","Sorghum and products",3
"63711","Sierra Leone","Food supply (kcal/capita/day)","Sorghum and products",42
"63712","Côte d'Ivoire","Food supply (kcal/capita/day)","Sorghum and products",13
"63713","Egypt","Food supply (kcal/capita/day)","Sorghum and products",28
"63719","Caribbean","Food supply (kcal/capita/day)","Sorghum and products",10
"63724","Mozambique","Food supply (kcal/capita/day)","Sorghum and products",92
"63732","Myanmar","Food supply (kcal/capita/day)","Sorghum and products",15
"63734","Eastern Africa","Food supply (kcal/capita/day)","Sorghum and products",93
"63739","United States of America","Food supply (kcal/capita/day)","Sorghum and products",6
"63749","Yemen","Food supply (kcal/capita/day)","Sorghum and products",141
"63756","Mauritania","Food supply (kcal/capita/day)","Sorghum and products",150
"63757","Turkey","Food supply (kcal/capita/day)","Soyabean Oil",66
"63762","Greece","Food supply (kcal/capita/day)","Soyabean Oil",21
"63775","Ethiopia","Food supply (kcal/capita/day)","Soyabean Oil",2
"63781","Republic of Korea","Food supply (kcal/capita/day)","Soyabean Oil",216
"63786","Sudan (former)","Food supply (kcal/capita/day)","Soyabean Oil",0
"63792","Kenya","Food supply (kcal/capita/day)","Soyabean Oil",2
"63795","Peru","Food supply (kcal/capita/day)","Soyabean Oil",74
"63801","Malawi","Food supply (kcal/capita/day)","Soyabean Oil",29
"63802","Chile","Food supply (kcal/capita/day)","Soyabean Oil",115
"63803","Western Europe","Food supply (kcal/capita/day)","Soyabean Oil",106
"63806","Saint Vincent and the Grenadines","Food supply (kcal/capita/day)","Soyabean Oil",96
"63807","Colombia","Food supply (kcal/capita/day)","Soyabean Oil",135
"63809","Congo","Food supply (kcal/capita/day)","Soyabean Oil",3
"63812","Nigeria","Food supply (kcal/capita/day)","Soyabean Oil",1
"63813","Kuwait","Food supply (kcal/capita/day)","Soyabean Oil",69
"63816","China, Macao SAR","Food supply (kcal/capita/day)","Soyabean Oil",35
"63817","Iran (Islamic Republic of)","Food supply (kcal/capita/day)","Soyabean Oil",168
"63818","Côte d'Ivoire","Food supply (kcal/capita/day)","Soyabean Oil",2
"63821","Polynesia","Food supply (kcal/capita/day)","Soyabean Oil",15
"63824","Israel","Food supply (kcal/capita/day)","Soyabean Oil",265
"63835","Germany","Food supply (kcal/capita/day)","Soyabean Oil",126
"63836","Mexico","Food supply (kcal/capita/day)","Soyabean Oil",130
"63838","Libya","Food supply (kcal/capita/day)","Soyabean Oil",36
"63849","New Zealand","Food supply (kcal/capita/day)","Soyabean Oil",58
"63854","Djibouti","Food supply (kcal/capita/day)","Soyabean Oil",41
"63858","China, Taiwan Province of","Food supply (kcal/capita/day)","Soyabean Oil",408
"63861","Norway","Food supply (kcal/capita/day)","Soyabean Oil",118
"63862","World","Food supply (kcal/capita/day)","Soyabean Oil",85
"63869","Burkina Faso","Food supply (kcal/capita/day)","Soyabean Oil",0
"63875","Least Developed Countries","Food supply (kcal/capita/day)","Soyabean Oil",26
"63878","Western Africa","Food supply (kcal/capita/day)","Soyabean Oil",6
"63883","Europe","Food supply (kcal/capita/day)","Soyabean Oil",75
"63887","Cameroon","Food supply (kcal/capita/day)","Soyabean Oil",0
"63888","Syrian Arab Republic","Food supply (kcal/capita/day)","Soyabean Oil",91
"63894","Italy","Food supply (kcal/capita/day)","Soyabean Oil",192
"63896","Middle Africa","Food supply (kcal/capita/day)","Soyabean Oil",29
"63907","Yemen","Food supply (kcal/capita/day)","Soyabean Oil",1
"63908","Canada","Food supply (kcal/capita/day)","Soyabean Oil",119
"63914","Western Asia","Food supply (kcal/capita/day)","Soyabean Oil",65
"63920","Mozambique","Food supply (kcal/capita/day)","Soyabean Oil",30
"63929","Northern Europe","Food supply (kcal/capita/day)","Soyabean Oil",87
"63933","Central America","Food supply (kcal/capita/day)","Soyabean Oil",121
"63951","Grenada","Food supply (kcal/capita/day)","Soyabean Oil",86
"63960","European Union","Food supply (kcal/capita/day)","Soyabean Oil",101
"63962","Dominican Republic","Food supply (kcal/capita/day)","Soyabean Oil",230
"63968","Jordan","Food supply (kcal/capita/day)","Soyabean Oil",117
"63971","Asia","Food supply (kcal/capita/day)","Soyabean Oil",49
"63972","Argentina","Food supply (kcal/capita/day)","Soyabean Oil",66
"63987","Rwanda","Food supply (kcal/capita/day)","Soyabean Oil",2
"63988","Mauritius","Food supply (kcal/capita/day)","Soyabean Oil",301
"63989","Bosnia and Herzegovina","Food supply (kcal/capita/day)","Soyabean Oil",35
"63995","Benin","Food supply (kcal/capita/day)","Soyabean Oil",5
"63998","Liberia","Food supply (kcal/capita/day)","Soyabean Oil",7
