,pair,Study.x,Location.x,Year.x,Crop.x,Cultivar.x,WateringRegime.x,Pptn.x,Irrign.x,TotH2O.x,CO2treatment.x,NapplicnQ.x,Napplicn.x,Phos_App.x,Temperature_treatment.x,TOS.x,CO2_indicator.x,Pair_Count.x,Pair.CO2_ID.x,X24hCO2.x,Yield.x,Zn.x,Fe.x,Ph.x,N.x,P.x,K.x,S.x,B.x,Ca.x,Mg.x,Mn.x,Cu.x,Znu.x,Feu.x,Phu.x,Nu.x,Pu.x,Ku.x,Su.x,Bu.x,Cau.x,Mgu.x,Mnu.x,Cuu.x,Study,Location,Year,Crop,Cultivar,WateringRegime,Pptn,Irrign,TotH2O,CO2treatment,NapplicnQ,Napplicn,Phos_App,Temperature_treatment,TOS,CO2_indicator,Pair_Count,Pair.CO2_ID,X24hCO2,Yield,Zn,Fe,Ph,N,P,K,S,B,Ca,Mg,Mn,Cu,Znu,Feu,Phu,Nu,Pu,Ku,Su,Bu,Cau,Mgu,Mnu,Cuu,RRYield,RRZn,RRFe,RRPh,RRN,RRP,RRK,RRS,RRB,RRCa,RRMg,RRMn,RRCu,RRZnu,RRFeu,RRPhu,RRNu,RRPu,RRKu,RRSu,RRBu,RRCau,RRMgu,RRMnu,RRCuu
103,67,SoyFACE_Soy,Champaign_Illinois,2001,soybean,Flyer,Dry,,0,,aCO2,Low,0,,,26/05/1997,0,67,670,No,,38.75,80.25,,6.5,0.5585,1.91,3332.5,60.525,0.31775,0.23,28.35,11.225,,,,,,,,,,,,,SoyFACE_Soy,Champaign_Illinois,2001,soybean,Flyer,Dry,,0,,eCO2,Low,0,,,26/05/1997,1,67,671,No,,35.95,72.675,,6.4025,0.537,1.9075,3162.5,46.125,0.3185,0.22375,30.05,10.3,,,,,,,,,,,,,,0.927741935,0.905607477,,0.985,0.961504029,0.998691099,0.948987247,0.762081784,1.002360346,0.972826087,1.059964727,0.917594655,,,,,,,,,,,,
104,68,SoyFACE_Soy,Champaign_Illinois,2001,soybean,Loda,Dry,,0,,aCO2,Low,0,,,26/05/1997,0,68,680,No,,42.475,83.625,,5.9525,0.63525,2.035,3132.5,46.95,0.27375,0.255,32.475,14.175,,,,,,,,,,,,,SoyFACE_Soy,Champaign_Illinois,2001,soybean,Loda,Dry,,0,,eCO2,Low,0,,,26/05/1997,1,68,681,No,,40.05,74.7,,6.0825,0.59075,2.0225,3077.5,45.825,0.2765,0.24325,29.35,13.275,,,,,,,,,,,,,,0.942907593,0.893273543,,1.021839563,0.929948839,0.993857494,0.982442139,0.976038339,1.010045662,0.953921569,0.903772132,0.936507937,,,,,,,,,,,,
105,69,SoyFACE_Soy,Champaign_Illinois,2001,soybean,Pana,Dry,,0,,aCO2,Low,0,,,26/05/1997,0,69,690,No,,45.75,79.475,,6.155,0.6315,1.95,3080,56.625,0.36525,0.253,32.7,13.8,,,,,,,,,,,,,SoyFACE_Soy,Champaign_Illinois,2001,soybean,Pana,Dry,,0,,eCO2,Low,0,,,26/05/1997,1,69,691,No,,42.675,76.175,,6.21,0.5945,1.905,2955,48.3,0.351,0.23775,34.15,13.4,,,,,,,,,,,,,,0.932786885,0.958477509,,1.008935825,0.941409343,0.976923077,0.959415584,0.852980132,0.960985626,0.93972332,1.044342508,0.971014493,,,,,,,,,,,,
106,7,AGFACE_Australia_Wheat,Horsham_Australia,2007,wheat,Janz,Wet,133,96,229,aCO2,Low,0,0,,TOS1,0,7,70,No,343.8940092,27.79,29.595,1.873175,13.2205875,,,,,,,,,9556.814516,10177.5432,644.1736607,4546.480839,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2007,wheat,Janz,Wet,133,96,229,eCO2,Low,0,0,,TOS1,1,7,71,No,428.7634409,27.9825,27.6075,2.10335,12.600355,,,,,,,,,11997.87298,11837.08669,901.8395834,5402.571566,,,,,,,,,1.246789503,1.006926952,0.932843386,1.122879603,0.953085859,,,,,,,,,1.255425954,1.163059341,1.399994502,1.188297445,,,,,,,,
107,70,SoyFACE_Soy,Champaign_Illinois,2001,soybean,Spencer,Dry,,0,,aCO2,Low,0,,,26/05/1997,0,70,700,No,,40.25,78.65,,6.4175,0.61825,2.0475,3157.5,51.65,0.26,0.244,32.475,10.65,,,,,,,,,,,,,SoyFACE_Soy,Champaign_Illinois,2001,soybean,Spencer,Dry,,0,,eCO2,Low,0,,,26/05/1997,1,70,701,No,,37.55,72.65,,6.435,0.58075,2.0375,3015,45.875,0.24075,0.22725,31.75,10.85,,,,,,,,,,,,,,0.932919255,0.923712651,,1.002726919,0.939344925,0.995115995,0.954869359,0.888189739,0.925961538,0.931352459,0.977675135,1.018779343,,,,,,,,,,,,
108,71,SoyFACE_Soy,Champaign_Illinois,2001,soybean,Williams,Dry,,0,,aCO2,Low,0,,,26/05/1997,0,71,710,No,,41.6,75.975,,6.3825,0.61025,1.9775,3212.5,67.75,0.26125,0.23425,28.85,12.65,,,,,,,,,,,,,SoyFACE_Soy,Champaign_Illinois,2001,soybean,Williams,Dry,,0,,eCO2,Low,0,,,26/05/1997,1,71,711,No,,39.125,73.2,,6.36,0.575,1.97,3007.5,54.3,0.26825,0.226,30.75,12.725,,,,,,,,,,,,,,0.940504808,0.963474827,,0.996474736,0.942236788,0.996207332,0.93618677,0.801476015,1.026794258,0.964781217,1.065857886,1.005928854,,,,,,,,,,,,
109,72,SoyFACE_Soy,Champaign_Illinois,2002,soybean,Clark,Dry,363.1,0,363.1,aCO2,Low,0,,,31/05/1998,0,72,720,No,,41.275,74.55,,6.695,0.5965,2.0275,3095,45.025,0.2915,0.228,26.95,13.85,,,,,,,,,,,,,SoyFACE_Soy,Champaign_Illinois,2002,soybean,Clark,Dry,363.1,0,363.1,eCO2,Low,0,,,31/05/1998,1,72,721,No,,38.625,73.825,,6.6675,0.59925,2.0475,3065,42.5,0.28625,0.22275,28.65,12.95,,,,,,,,,,,,,,0.935796487,0.990274983,,0.995892457,1.004610226,1.009864365,0.990306947,0.943920044,0.981989708,0.976973684,1.063079777,0.935018051,,,,,,,,,,,,
110,73,SoyFACE_Soy,Champaign_Illinois,2002,soybean,Dwight,Dry,363.1,0,363.1,aCO2,Low,0,,,31/05/1998,0,73,730,No,,42,72.3,,6.3,0.602,1.8975,3035,44.2,0.3855,0.24475,30.125,18.15,,,,,,,,,,,,,SoyFACE_Soy,Champaign_Illinois,2002,soybean,Dwight,Dry,363.1,0,363.1,eCO2,Low,0,,,31/05/1998,1,73,731,No,,38.825,70.15,,6.27,0.614,1.9725,3002.5,43.85,0.33575,0.2365,31.15,13.65,,,,,,,,,,,,,,0.924404762,0.970262794,,0.995238095,1.019933555,1.039525692,0.989291598,0.992081448,0.870946822,0.966292135,1.034024896,0.752066116,,,,,,,,,,,,
111,74,SoyFACE_Soy,Champaign_Illinois,2002,soybean,Flyer,Dry,363.1,0,363.1,aCO2,Low,0,,,31/05/1998,0,74,740,No,,36.3,71.35,,6.8425,0.562,1.94,3305,40,0.26375,0.20475,25.425,12.45,,,,,,,,,,,,,SoyFACE_Soy,Champaign_Illinois,2002,soybean,Flyer,Dry,363.1,0,363.1,eCO2,Low,0,,,31/05/1998,1,74,741,No,,34.35,68.55,,6.6475,0.575,1.9275,3275,40.05,0.25275,0.20175,23.925,11.45,,,,,,,,,,,,,,0.946280992,0.960756833,,0.971501644,1.023131673,0.993556701,0.990922844,1.00125,0.958293839,0.985347985,0.94100295,0.919678715,,,,,,,,,,,,
112,75,SoyFACE_Soy,Champaign_Illinois,2002,soybean,Loda,Dry,363.1,0,363.1,aCO2,Low,0,,,31/05/1998,0,75,750,No,,41.2,82.175,,6.325,0.60925,1.9275,3162.5,37.375,0.296,0.2395,27.075,14.375,,,,,,,,,,,,,SoyFACE_Soy,Champaign_Illinois,2002,soybean,Loda,Dry,363.1,0,363.1,eCO2,Low,0,,,31/05/1998,1,75,751,No,,38.125,75.7,,6.1975,0.61175,1.9625,3040,36.525,0.2775,0.236,27.2,13.9,,,,,,,,,,,,,,0.925364078,0.921204746,,0.979841897,1.004103406,1.018158236,0.961264822,0.977257525,0.9375,0.985386221,1.004616805,0.966956522,,,,,,,,,,,,
113,76,SoyFACE_Soy,Champaign_Illinois,2002,soybean,Pana,Dry,363.1,0,363.1,aCO2,Low,0,,,31/05/1998,0,76,760,No,,42.2,76.375,,6.105,0.604,1.9,2932.5,42.625,0.362,0.22825,29.05,15.475,,,,,,,,,,,,,SoyFACE_Soy,Champaign_Illinois,2002,soybean,Pana,Dry,363.1,0,363.1,eCO2,Low,0,,,31/05/1998,1,76,761,No,,38.35,74.1,,6.17,0.593,1.915,2902.5,40.825,0.3365,0.22125,28.925,13.675,,,,,,,,,,,,,,0.908767773,0.970212766,,1.010647011,0.981788079,1.007894737,0.989769821,0.957771261,0.929558011,0.969331873,0.995697074,0.88368336,,,,,,,,,,,,
114,77,SoyFACE_Soy,Champaign_Illinois,2002,soybean,Spencer,Dry,363.1,0,363.1,aCO2,Low,0,,,31/05/1998,0,77,770,No,,37.75,75.725,,6.6625,0.59725,2.0375,3210,42.15,0.2215,0.217,27.35,12.9,,,,,,,,,,,,,SoyFACE_Soy,Champaign_Illinois,2002,soybean,Spencer,Dry,363.1,0,363.1,eCO2,Low,0,,,31/05/1998,1,77,771,No,,35.6,69.95,,6.53,0.599,2.055,3035,40,0.2095,0.21275,27.425,11.8,,,,,,,,,,,,,,0.943046358,0.923737207,,0.98011257,1.002930096,1.008588957,0.945482866,0.948991696,0.945823928,0.980414747,1.00274223,0.914728682,,,,,,,,,,,,
115,78,SoyFACE_Soy,Champaign_Illinois,2002,soybean,Williams,Dry,363.1,0,363.1,aCO2,Low,0,,,31/05/1998,0,78,780,No,,34.475,69.65,,6.7725,0.532,1.93,3155,43.75,0.234,0.2055,26.35,12.4,,,,,,,,,,,,,SoyFACE_Soy,Champaign_Illinois,2002,soybean,Williams,Dry,363.1,0,363.1,eCO2,Low,0,,,31/05/1998,1,78,781,No,,32.475,72.3,,6.6,0.544,1.96,2995,41.425,0.22025,0.20275,26.275,11.775,,,,,,,,,,,,,,0.941986947,1.03804738,,0.974529347,1.022556391,1.015544041,0.949286846,0.946857143,0.941239316,0.986618005,0.9971537,0.949596774,,,,,,,,,,,,
116,79,SoyFACE_Soy,Champaign_Illinois,2004,soybean,Clark,Dry,431.4,0,431.4,aCO2,Low,0,,,27/05/2000,0,79,790,No,,36.55,73.75,,6.33,0.518,1.895,3045,43.65,0.2785,0.222,27.3,14.3,,,,,,,,,,,,,SoyFACE_Soy,Champaign_Illinois,2004,soybean,Clark,Dry,431.4,0,431.4,eCO2,Low,0,,,27/05/2000,1,79,791,No,,37.1,66.65,,6.505,0.5305,1.905,3010,40.8,0.262,0.209,24,13.9,,,,,,,,,,,,,,1.01504788,0.903728814,,1.02764613,1.024131274,1.005277045,0.988505747,0.934707904,0.940754039,0.941441441,0.879120879,0.972027972,,,,,,,,,,,,
117,8,AGFACE_Australia_Wheat,Horsham_Australia,2007,wheat,Yitpi,Wet,133,96,229,aCO2,Low,0,0,,TOS1,0,8,80,No,352.5345622,28.9,31.895,2.00465,13.22568375,,,,,,,,,10188.24885,11244.08986,706.7084101,4662.510631,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2007,wheat,Yitpi,Wet,133,96,229,eCO2,Low,0,0,,TOS1,1,8,81,No,399.7695853,32.355,30.975,1.683766667,12.97917625,,,,,,,,,12934.54493,12382.8629,673.1187022,5188.679907,,,,,,,,,1.133986928,1.119550173,0.971155354,0.839930495,0.981361455,,,,,,,,,1.269555262,1.101277476,0.952470202,1.112851062,,,,,,,,
118,80,SoyFACE_Soy,Champaign_Illinois,2004,soybean,Dwight,Dry,431.4,0,431.4,aCO2,Low,0,,,27/05/2000,0,80,800,No,,37,74.775,,5.915,0.5455,1.9125,2975,42.85,0.31,0.2285,28.675,14.875,,,,,,,,,,,,,SoyFACE_Soy,Champaign_Illinois,2004,soybean,Dwight,Dry,431.4,0,431.4,eCO2,Low,0,,,27/05/2000,1,80,801,No,,35.075,72.35,,6.26,0.5335,1.8575,2922.5,42.95,0.28275,0.216,28.975,13.85,,,,,,,,,,,,,,0.947972973,0.967569375,,1.058326289,0.978001833,0.97124183,0.982352941,1.002333722,0.912096774,0.945295405,1.010462075,0.931092437,,,,,,,,,,,,
119,81,SoyFACE_Soy,Champaign_Illinois,2004,soybean,Flyer,Dry,431.4,0,431.4,aCO2,Low,0,,,27/05/2000,0,81,810,No,,35.4,72.4,,6.593333333,0.513666667,1.803333333,3333.333333,41.03333333,0.249666667,0.199,23.3,12.93333333,,,,,,,,,,,,,SoyFACE_Soy,Champaign_Illinois,2004,soybean,Flyer,Dry,431.4,0,431.4,eCO2,Low,0,,,27/05/2000,1,81,811,No,,34.2,72,,6.646666667,0.543,1.843333333,3263.333333,39.56666667,0.234333333,0.199333333,22.96666667,12.76666667,,,,,,,,,,,,,,0.966101695,0.994475138,,1.008088979,1.057105775,1.022181146,0.979,0.964256702,0.938584777,1.00167504,0.985693848,0.987113403,,,,,,,,,,,,
120,82,SoyFACE_Soy,Champaign_Illinois,2004,soybean,Loda,Dry,431.4,0,431.4,aCO2,Low,0,,,27/05/2000,0,82,820,No,,39.025,82.975,,6.15,0.583,1.8825,3137.5,37.575,0.244,0.23475,25.925,15.225,,,,,,,,,,,,,SoyFACE_Soy,Champaign_Illinois,2004,soybean,Loda,Dry,431.4,0,431.4,eCO2,Low,0,,,27/05/2000,1,82,821,No,,35.7,80.05,,6.3175,0.5865,1.8275,3077.5,35.25,0.2195,0.2235,25.175,13.85,,,,,,,,,,,,,,0.914798206,0.964748418,,1.027235772,1.006003431,0.970783533,0.980876494,0.938123752,0.899590164,0.952076677,0.971070395,0.909688013,,,,,,,,,,,,
121,83,SoyFACE_Soy,Champaign_Illinois,2004,soybean,Pana,Dry,431.4,0,431.4,aCO2,Low,0,,,27/05/2000,0,83,830,No,,42.575,82.2,,6.07,0.579,1.785,3087.5,45.475,0.34825,0.238,26.8,16.5,,,,,,,,,,,,,SoyFACE_Soy,Champaign_Illinois,2004,soybean,Pana,Dry,431.4,0,431.4,eCO2,Low,0,,,27/05/2000,1,83,831,No,,38.875,79.875,,6.2275,0.545,1.7525,3022.5,42.025,0.336,0.22975,26.55,15.175,,,,,,,,,,,,,,0.913094539,0.971715328,,1.025947282,0.941278066,0.981792717,0.978947368,0.92413414,0.964824121,0.965336134,0.990671642,0.91969697,,,,,,,,,,,,
122,84,SoyFACE_Soy,Champaign_Illinois,2004,soybean,Spencer,Dry,431.4,0,431.4,aCO2,Low,0,,,27/05/2000,0,84,840,No,,39.325,72.725,,6.475,0.56725,1.94,3192.5,45,0.21325,0.21225,24.65,14,,,,,,,,,,,,,SoyFACE_Soy,Champaign_Illinois,2004,soybean,Spencer,Dry,431.4,0,431.4,eCO2,Low,0,,,27/05/2000,1,84,841,No,,38.5,70.65,,6.585,0.59725,1.9475,3065,42.125,0.18975,0.20725,25.35,12.825,,,,,,,,,,,,,,0.979020979,0.971467858,,1.016988417,1.052886734,1.003865979,0.960062647,0.936111111,0.889800703,0.976442874,1.028397566,0.916071429,,,,,,,,,,,,
123,85,SoyFACE_Soy,Champaign_Illinois,2004,soybean,Williams,Dry,431.4,0,431.4,aCO2,Low,0,,,27/05/2000,0,85,850,No,,37.06666667,75.56666667,,6.33,0.532333333,1.89,3150,44.76666667,0.247666667,0.203,25.33333333,14,,,,,,,,,,,,,SoyFACE_Soy,Champaign_Illinois,2004,soybean,Williams,Dry,431.4,0,431.4,eCO2,Low,0,,,27/05/2000,1,85,851,No,,36.4,67.7,,6.313333333,0.546,1.85,3023.333333,41.5,0.229333333,0.192666667,22.43333333,13.43333333,,,,,,,,,,,,,,0.982014388,0.895897662,,0.997367035,1.025673138,0.978835979,0.95978836,0.927029039,0.925975771,0.949096882,0.885526316,0.959523809,,,,,,,,,,,,
124,86,SoyFACE_Soy,Champaign_Illinois,2006,soybean,Pana,Dry,511.9,0,511.9,aCO2,Low,0,,,24/05/2002,0,86,860,No,,40.375,72.8,,6.27,0.60975,1.825,2942.5,43.55,0.31425,0.24075,25.25,15.275,,,,,,,,,,,,,SoyFACE_Soy,Champaign_Illinois,2006,soybean,Pana,Dry,511.9,0,511.9,eCO2,Low,0,,,24/05/2002,1,86,861,No,,39.125,74.975,,6.1175,0.629,1.935,2872.5,42.2,0.27675,0.2345,24.325,14.475,,,,,,,,,,,,,,0.969040248,1.029876374,,0.975677831,1.031570316,1.060273973,0.976210705,0.969001148,0.880668258,0.97403946,0.963366337,0.947626841,,,,,,,,,,,,
125,87,SoyFACE_Soy,Champaign_Illinois,2007,soybean,Pana,Dry,233,0,233,aCO2,Low,0,,,21/05/2003,0,87,870,No,,42.1,81.35,,6.025,0.60125,1.9525,2985,41.85,0.37125,0.25525,29.825,14.6,,,,,,,,,,,,,SoyFACE_Soy,Champaign_Illinois,2007,soybean,Pana,Dry,233,0,233,eCO2,Low,0,,,21/05/2003,1,87,871,No,,39.5,74.5,,6.0825,0.5595,1.86,2867.5,40.325,0.3505,0.23875,26.325,14,,,,,,,,,,,,,,0.93824228,0.915795943,,1.009543568,0.930561331,0.95262484,0.960636516,0.963560335,0.944107744,0.935357493,0.882648785,0.95890411,,,,,,,,,,,,
126,88,SoyFACE_Soy,Champaign_Illinois,2008,soybean,Loda,Dry,432,0,432,aCO2,Low,0,,,16/06/2004,0,88,880,No,,39.425,74.05,,6.115,0.54,1.8425,3082.5,37.4,0.22575,0.241,23.325,14.575,,,,,,,,,,,,,SoyFACE_Soy,Champaign_Illinois,2008,soybean,Loda,Dry,432,0,432,eCO2,Low,0,,,16/06/2004,1,88,881,No,,35.95,73.825,,6.14,0.53575,1.865,2977.5,35.725,0.205,0.2335,23.225,13.175,,,,,,,,,,,,,,0.911857958,0.996961512,,1.004088307,0.99212963,1.012211669,0.96593674,0.955213904,0.908084164,0.968879668,0.995712755,0.903945111,,,,,,,,,,,,
127,89,SoyFACE_Soy,Champaign_Illinois,2008,soybean,Pana,Dry,432,0,432,aCO2,Low,0,,,16/06/2004,0,89,890,No,,38.25,69.4,,5.9025,0.55225,1.7625,2977.5,40.35,0.313,0.239,23.6,14.75,,,,,,,,,,,,,SoyFACE_Soy,Champaign_Illinois,2008,soybean,Pana,Dry,432,0,432,eCO2,Low,0,,,16/06/2004,1,89,891,No,,38.825,71.95,,5.98,0.56425,1.79,2967.5,40.3,0.2915,0.23725,23.475,14.775,,,,,,,,,,,,,,1.01503268,1.036743516,,1.01313003,1.021729289,1.015602837,0.996641478,0.998760843,0.931309904,0.992677824,0.99470339,1.001694915,,,,,,,,,,,,
128,9,AGFACE_Australia_Wheat,Horsham_Australia,2007,wheat,Janz,Wet,79,96,175,aCO2,Low,0,0,,TOS2,0,9,90,No,216.3824885,35.625,35.8525,2.436458333,13.54486,,,,,,,,,7708.626153,7757.853169,527.2069172,2930.870513,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2007,wheat,Janz,Wet,79,96,175,eCO2,Low,0,0,,TOS2,1,9,91,No,310.7104455,31.8075,35.11,1.951475,13.24437,,,,,,,,,9882.922495,10909.04374,606.3436666,4115.164103,,,,,,,,,1.435931566,0.892842105,0.979290147,0.800947414,0.977815201,,,,,,,,,1.282060162,1.406193634,1.150105674,1.404075712,,,,,,,,
129,90,Maricopa_Sorghum,Maricopa_Arizona,1998,Sorghum,,Dry,20,454,474,aCO2,Medium,279,41,,,0,90,900,Yes,472,23,27.725,,1.7575,0.29175,0.3975,1005,5.475,0.0155,0.138,21.75,3.475,10856,13086.2,,829.54,137.706,187.62,474360,2584.2,7.316,65.136,10266,1640.2,Maricopa_Sorghum,Maricopa_Arizona,1998,Sorghum,,Dry,20,454,474,eCO2,Medium,279,41,,,1,90,901,Yes,553,22.225,26.575,,1.6825,0.281,0.4,992.5,5.4,0.01625,0.1335,20.95,3.275,12290.425,14695.975,,930.4225,155.393,221.2,548852.5,2986.2,8.98625,73.8255,11585.35,1811.075,1.171610169,0.966304348,0.95852119,,0.957325747,0.963153385,1.006289308,0.987562189,0.98630137,1.048387097,0.967391304,0.963218391,0.942446043,1.132132001,1.123013174,,1.12161258,1.1284403,1.178978787,1.157037904,1.155560715,1.228300984,1.13340549,1.128516462,1.104179368
130,91,Maricopa_Sorghum,Maricopa_Arizona,1998,Sorghum,,Wet,20,1198,1218,aCO2,Medium,279,41,,,0,91,910,Yes,671,20.5,25.26666667,,1.59,0.323,0.523333333,916.6666667,5.8,0.016333333,0.137333333,23.16666667,3.133333333,13755.5,16953.93334,,1066.89,216.733,351.1566664,615083.3334,3891.8,10.95966644,92.15066644,15544.83334,2102.466666,Maricopa_Sorghum,Maricopa_Arizona,1998,Sorghum,,Wet,20,1198,1218,eCO2,Medium,279,41,,,1,91,911,Yes,678,21.23333333,26.63333333,,1.613333333,0.331,0.526666667,940,5.333333333,0.018666667,0.14,23.3,3.166666667,14396.2,18057.4,,1093.84,224.418,357.0800002,637320,3616,12.65600023,94.92,15797.4,2147,1.010432191,1.035772358,1.054089709,,1.014675052,1.024767802,1.006369428,1.025454545,0.91954023,1.142857187,1.019417478,1.005755396,1.010638298,1.046577732,1.065086174,,1.025260336,1.035458375,1.016868066,1.036152283,0.929133049,1.154779691,1.030052236,1.016247628,1.02118147
131,92,Maricopa_Sorghum,Maricopa_Arizona,1999,Sorghum,,Dry,153,338,491,aCO2,Medium,265,41,,,0,92,920,Yes,106,43,49.15,,2.6625,0.48375,0.515,1705,8.725,0.03275,0.2025,32.125,6.15,4558,5209.9,,282.225,51.2775,54.59,180730,924.85,3.4715,21.465,3405.25,651.9,Maricopa_Sorghum,Maricopa_Arizona,1999,Sorghum,,Dry,153,338,491,eCO2,Medium,265,41,,,1,92,921,Yes,142,39.85,46.575,,2.5675,0.46925,0.51,1585,8.3,0.0305,0.192,31.8,5.7,5658.7,6613.65,,364.585,66.6335,72.42,225070,1178.6,4.331,27.264,4515.6,809.4,1.339622642,0.926744186,0.947609359,,0.964319249,0.97002584,0.990291262,0.929618768,0.951289398,0.93129771,0.948148148,0.989883268,0.926829268,1.241487495,1.269438953,,1.291823899,1.299468578,1.326616596,1.24533835,1.274368817,1.247587498,1.270160727,1.326070039,1.241601473
132,93,Maricopa_Sorghum,Maricopa_Arizona,1999,Sorghum,,Wet,153,894,1047,aCO2,Medium,265,41,,,0,93,930,Yes,476,27.3,30.225,,1.785,0.386,0.425,1182.5,4.825,0.019,0.16275,25.7,3.5,12994.8,14387.1,,849.66,183.736,202.3,562870,2296.7,9.044,77.469,12233.2,1666,Maricopa_Sorghum,Maricopa_Arizona,1999,Sorghum,,Wet,153,894,1047,eCO2,Medium,265,41,,,1,93,931,Yes,424,27.9,33.7,,1.9075,0.4085,0.4775,1245,5.525,0.026,0.17275,28.675,3.525,11829.6,14288.8,,808.78,173.204,202.46,527880,2342.6,11.024,73.246,12158.2,1494.6,0.890756303,1.021978022,1.11497105,,1.068627451,1.058290155,1.123529412,1.052854123,1.14507772,1.368421053,1.061443932,1.115758755,1.007142857,0.910333364,0.99316749,,0.951886637,0.942678626,1.000790905,0.937836445,1.019985196,1.218929677,0.945487873,0.993869143,0.897118848
133,94,SoyFACE_Corn,Champaign_Illinois,2008,Corn,Cv34B43,Dry,432,0,432,aCO2,Low,0,,,,0,94,940,No,207,19.175,14.5,,0.955,0.26575,0.35,860,4.35,0.00525,0.094,3.775,1.775,3969.225,3001.5,,197.685,55.01025,72.45,178020,900.45,1.08675,19.458,781.425,367.425,SoyFACE_Corn,Champaign_Illinois,2008,Corn,Cv34B43,Dry,432,0,432,eCO2,Low,0,,,,1,94,941,No,209,16.9,14.35,,1.0225,0.24025,0.3425,930,4.925,0.00575,0.086,3.675,1.825,3532.1,2999.15,,213.7025,50.21225,71.5825,194370,1029.325,1.20175,17.974,768.075,381.425,1.009661836,0.881355932,0.989655172,,1.070680628,0.904045155,0.978571429,1.081395349,1.132183908,1.095238095,0.914893617,0.973509934,1.028169014,0.889871448,0.999217058,,1.081025369,0.912779891,0.988026225,1.091843613,1.143122883,1.105820106,0.923733169,0.982915827,1.038103014
134,95,SoyFACE_Corn,Champaign_Illinois,2008,Corn,DKC61-19,Dry,432,0,432,aCO2,Low,0,,,,0,95,950,No,,18.775,12.925,,0.9075,0.25725,0.3225,912.5,4.4,0.004,0.09875,3.925,1.85,,,,,,,,,,,,,SoyFACE_Corn,Champaign_Illinois,2008,Corn,DKC61-19,Dry,432,0,432,eCO2,Low,0,,,,1,95,951,No,,18.225,12.65,,0.8975,0.24075,0.3125,945,4.325,0.00425,0.0935,3.925,1.775,,,,,,,,,,,,,,0.970705726,0.978723404,,0.988980716,0.935860058,0.968992248,1.035616438,0.982954545,1.0625,0.946835443,1,0.959459459,,,,,,,,,,,,
135,96,SoyFACE_Corn,Champaign_Illinois,2008,Corn,Cv34B43,Dry,432,0,432,aCO2,Medium,157,,,,0,96,960,No,256,18.05,17.525,,1.215,0.2355,0.33,965,4.35,0.0065,0.08925,3.9,2.475,4620.8,4486.4,,311.04,60.288,84.48,247040,1113.6,1.664,22.848,998.4,633.6,SoyFACE_Corn,Champaign_Illinois,2008,Corn,Cv34B43,Dry,432,0,432,eCO2,Medium,157,,,,1,96,961,No,268,16.75,16.35,,1.0725,0.2185,0.32,947.5,4.475,0.005,0.081,3.375,2.15,4489,4381.8,,287.43,58.558,85.76,253930,1199.3,1.34,21.708,904.5,576.2,1.046875,0.927977839,0.932952924,,0.882716049,0.927813163,0.96969697,0.981865285,1.028735632,0.769230769,0.907563025,0.865384615,0.868686869,0.971476801,0.976685093,,0.924093364,0.971304406,1.015151515,1.02789022,1.076957615,0.805288462,0.950105042,0.905949519,0.909406566
136,97,SoyFACE_Corn,Champaign_Illinois,2008,Corn,DKC61-19,Dry,432,0,432,aCO2,Medium,157,,,,0,97,970,No,,19.225,13.925,,1.175,0.254,0.31,987.5,4,0.00325,0.09675,3.825,2.4,,,,,,,,,,,,,SoyFACE_Corn,Champaign_Illinois,2008,Corn,DKC61-19,Dry,432,0,432,eCO2,Medium,157,,,,1,97,971,No,,19.525,12.15,,1.04,0.2415,0.3025,977.5,4.225,0.00325,0.09725,3.825,1.85,,,,,,,,,,,,,,1.015604681,0.872531418,,0.885106383,0.950787402,0.975806452,0.989873418,1.05625,1,1.005167959,1,0.770833333,,,,,,,,,,,,
137,98,RiceFACE,Tsukubamirai_Japan,2010,Rice,86Y8,Wet,,,,aCO2,Medium,80,,NormalTemperature,,0,98,980,,,33.525,11.2,,1.2525,0.346,0.3,992.5,2.3,0.01575,0.13,68.05,3.85,,,,,,,,,,,,,RiceFACE,Tsukubamirai_Japan,2010,Rice,86Y8,Wet,,,,eCO2,Medium,80,,NormalTemperature,,1,98,981,,,33.425,10.875,,1.23,0.33975,0.295,960,2.075,0.01575,0.12725,57.1,3.45,,,,,,,,,,,,,,0.997017151,0.970982143,,0.982035928,0.981936416,0.983333333,0.967254408,0.902173913,1,0.978846154,0.839088905,0.896103896,,,,,,,,,,,,
138,99,RiceFACE,Tsukubamirai_Japan,2010,Rice,86Y8,Wet,,,,aCO2,Medium,80,,ElevatedTemperature,,0,99,990,,,33.425,11.525,,1.2775,0.33475,0.285,1030,2,0.015,0.1255,61.575,4.05,,,,,,,,,,,,,RiceFACE,Tsukubamirai_Japan,2010,Rice,86Y8,Wet,,,,eCO2,Medium,80,,ElevatedTemperature,,1,99,991,,,34.3,11.5,,1.2625,0.3455,0.3,1020,2.175,0.016,0.1295,52.6,3.75,,,,,,,,,,,,,,1.02617801,0.997830803,,0.988258317,1.032113518,1.052631579,0.990291262,1.0875,1.066666667,1.03187251,0.854242793,0.925925926,,,,,,,,,,,,
