,Row,Study,Data_Type,Location,Method,Portion_of_plant,Year.of.study,Crop,Elevated_CO2_Target_ppm,Elevated_CO2_Achieved_ppm,Ambient_CO2_ppm,FACE_ring_diameter_m,code,Level1,Level2,Level3,WateringRegime,Pptn,Irrign,TotH2O,NapplicnQ,Napplicn,TOS,Cultivar,potsfield,nightFACE,Zn,Fe,N,P,K,S,B,Ca,Mg,Mn,Cu,Yield,CorrYield,protein,CO2treatment,LocYrCrL1L2L3WNTC,LocYrCrL1L2WNTC,LocYrCrL1WNTC,LocYrCrWNTC
991,809,RiceFACE,PrimaryData_RawData,Tsukubamirai__Japan,FACE,NA,2010,Rice,NA,584,386,17,267,4,Normal_Temperature,NA,Wet,NA,NA,NA,Medium,80,NA,Akihikari,check,,28.9,16,1.22,0.332,0.33,860,2.5,0.01,0.128,25.5,3.2,NA,NA,NA,eCO2,Tsukubamirai__Japan 2010 Rice 4 Normal_Temperature NA Wet Medium NA Akihikari,Tsukubamirai__Japan 2010 Rice 4 Normal_Temperature Wet Medium NA Akihikari,Tsukubamirai__Japan 2010 Rice 4 Wet Medium NA Akihikari,Tsukubamirai__Japan 2010 Rice Wet Medium NA Akihikari
992,818,RiceFACE,PrimaryData_RawData,Tsukubamirai__Japan,FACE,NA,2010,Rice,NA,584,386,17,276,1,Normal_Temperature,NA,Wet,NA,NA,NA,Medium,80,NA,Akita63,check,,24.5,10.3,1.15,0.308,0.31,870,2,0.001,0.128,37.5,3.6,NA,NA,NA,aCO2,Tsukubamirai__Japan 2010 Rice 1 Normal_Temperature NA Wet Medium NA Akita63,Tsukubamirai__Japan 2010 Rice 1 Normal_Temperature Wet Medium NA Akita63,Tsukubamirai__Japan 2010 Rice 1 Wet Medium NA Akita63,Tsukubamirai__Japan 2010 Rice Wet Medium NA Akita63
993,819,RiceFACE,PrimaryData_RawData,Tsukubamirai__Japan,FACE,NA,2010,Rice,NA,584,386,17,277,2,Normal_Temperature,NA,Wet,NA,NA,NA,Medium,80,NA,Akita63,check,,25.6,11.5,1.3,0.31,0.32,890,2.1,0.001,0.131,33.5,2.8,NA,NA,NA,aCO2,Tsukubamirai__Japan 2010 Rice 2 Normal_Temperature NA Wet Medium NA Akita63,Tsukubamirai__Japan 2010 Rice 2 Normal_Temperature Wet Medium NA Akita63,Tsukubamirai__Japan 2010 Rice 2 Wet Medium NA Akita63,Tsukubamirai__Japan 2010 Rice Wet Medium NA Akita63
994,820,RiceFACE,PrimaryData_RawData,Tsukubamirai__Japan,FACE,NA,2010,Rice,NA,584,386,17,278,3,Normal_Temperature,NA,Wet,NA,NA,NA,Medium,80,NA,Akita63,check,,24.2,10.3,1.12,0.3,0.31,830,2.3,0.001,0.127,32.5,2.8,NA,NA,NA,aCO2,Tsukubamirai__Japan 2010 Rice 3 Normal_Temperature NA Wet Medium NA Akita63,Tsukubamirai__Japan 2010 Rice 3 Normal_Temperature Wet Medium NA Akita63,Tsukubamirai__Japan 2010 Rice 3 Wet Medium NA Akita63,Tsukubamirai__Japan 2010 Rice Wet Medium NA Akita63
995,821,RiceFACE,PrimaryData_RawData,Tsukubamirai__Japan,FACE,NA,2010,Rice,NA,584,386,17,279,4,Normal_Temperature,NA,Wet,NA,NA,NA,Medium,80,NA,Akita63,check,,25.2,11.8,1.21,0.312,0.33,860,2.3,0.011,0.132,33.8,2.8,NA,NA,NA,aCO2,Tsukubamirai__Japan 2010 Rice 4 Normal_Temperature NA Wet Medium NA Akita63,Tsukubamirai__Japan 2010 Rice 4 Normal_Temperature Wet Medium NA Akita63,Tsukubamirai__Japan 2010 Rice 4 Wet Medium NA Akita63,Tsukubamirai__Japan 2010 Rice Wet Medium NA Akita63
996,822,RiceFACE,PrimaryData_RawData,Tsukubamirai__Japan,FACE,NA,2010,Rice,NA,584,386,17,280,1,Normal_Temperature,NA,Wet,NA,NA,NA,Medium,80,NA,Akita63,check,,22.5,10.6,1.08,0.304,0.32,800,2.5,0.01,0.128,30.7,2.6,NA,NA,NA,eCO2,Tsukubamirai__Japan 2010 Rice 1 Normal_Temperature NA Wet Medium NA Akita63,Tsukubamirai__Japan 2010 Rice 1 Normal_Temperature Wet Medium NA Akita63,Tsukubamirai__Japan 2010 Rice 1 Wet Medium NA Akita63,Tsukubamirai__Japan 2010 Rice Wet Medium NA Akita63
997,823,RiceFACE,PrimaryData_RawData,Tsukubamirai__Japan,FACE,NA,2010,Rice,NA,584,386,17,281,2,Normal_Temperature,NA,Wet,NA,NA,NA,Medium,80,NA,Akita63,check,,25.4,11.4,1.16,0.321,0.33,810,2.3,0.01,0.135,27.5,2.5,NA,NA,NA,eCO2,Tsukubamirai__Japan 2010 Rice 2 Normal_Temperature NA Wet Medium NA Akita63,Tsukubamirai__Japan 2010 Rice 2 Normal_Temperature Wet Medium NA Akita63,Tsukubamirai__Japan 2010 Rice 2 Wet Medium NA Akita63,Tsukubamirai__Japan 2010 Rice Wet Medium NA Akita63
998,824,RiceFACE,PrimaryData_RawData,Tsukubamirai__Japan,FACE,NA,2010,Rice,NA,584,386,17,282,3,Normal_Temperature,NA,Wet,NA,NA,NA,Medium,80,NA,Akita63,check,,23.3,10.1,1.12,0.291,0.31,820,2.2,0.001,0.124,28.4,2.9,NA,NA,NA,eCO2,Tsukubamirai__Japan 2010 Rice 3 Normal_Temperature NA Wet Medium NA Akita63,Tsukubamirai__Japan 2010 Rice 3 Normal_Temperature Wet Medium NA Akita63,Tsukubamirai__Japan 2010 Rice 3 Wet Medium NA Akita63,Tsukubamirai__Japan 2010 Rice Wet Medium NA Akita63
999,825,RiceFACE,PrimaryData_RawData,Tsukubamirai__Japan,FACE,NA,2010,Rice,NA,584,386,17,283,4,Normal_Temperature,NA,Wet,NA,NA,NA,Medium,80,NA,Akita63,check,,23.3,10.4,1.13,0.3,0.32,790,2.2,0.001,0.127,32.9,2.9,NA,NA,NA,eCO2,Tsukubamirai__Japan 2010 Rice 4 Normal_Temperature NA Wet Medium NA Akita63,Tsukubamirai__Japan 2010 Rice 4 Normal_Temperature Wet Medium NA Akita63,Tsukubamirai__Japan 2010 Rice 4 Wet Medium NA Akita63,Tsukubamirai__Japan 2010 Rice Wet Medium NA Akita63
1000,810,RiceFACE,PrimaryData_RawData,Tsukubamirai__Japan,FACE,NA,2010,Rice,NA,584,386,17,268,1,Normal_Temperature,NA,Wet,NA,NA,NA,Medium,80,NA,Akitakomachi,check,,30,13,1.15,0.325,0.3,870,2.6,0.001,0.13,39,4.1,NA,NA,NA,aCO2,Tsukubamirai__Japan 2010 Rice 1 Normal_Temperature NA Wet Medium NA Akitakomachi,Tsukubamirai__Japan 2010 Rice 1 Normal_Temperature Wet Medium NA Akitakomachi,Tsukubamirai__Japan 2010 Rice 1 Wet Medium NA Akitakomachi,Tsukubamirai__Japan 2010 Rice Wet Medium NA Akitakomachi
1001,811,RiceFACE,PrimaryData_RawData,Tsukubamirai__Japan,FACE,NA,2010,Rice,NA,584,386,17,269,2,Normal_Temperature,NA,Wet,NA,NA,NA,Medium,80,NA,Akitakomachi,check,,32.7,12.7,1.26,0.343,0.31,900,2.6,0.001,0.138,34.5,3.8,NA,NA,NA,aCO2,Tsukubamirai__Japan 2010 Rice 2 Normal_Temperature NA Wet Medium NA Akitakomachi,Tsukubamirai__Japan 2010 Rice 2 Normal_Temperature Wet Medium NA Akitakomachi,Tsukubamirai__Japan 2010 Rice 2 Wet Medium NA Akitakomachi,Tsukubamirai__Japan 2010 Rice Wet Medium NA Akitakomachi
1002,812,RiceFACE,PrimaryData_RawData,Tsukubamirai__Japan,FACE,NA,2010,Rice,NA,584,386,17,270,3,Normal_Temperature,NA,Wet,NA,NA,NA,Medium,80,NA,Akitakomachi,check,,30.3,12.7,1.23,0.336,0.31,920,2.6,0.001,0.135,42.3,3.8,NA,NA,NA,aCO2,Tsukubamirai__Japan 2010 Rice 3 Normal_Temperature NA Wet Medium NA Akitakomachi,Tsukubamirai__Japan 2010 Rice 3 Normal_Temperature Wet Medium NA Akitakomachi,Tsukubamirai__Japan 2010 Rice 3 Wet Medium NA Akitakomachi,Tsukubamirai__Japan 2010 Rice Wet Medium NA Akitakomachi
1003,813,RiceFACE,PrimaryData_RawData,Tsukubamirai__Japan,FACE,NA,2010,Rice,NA,584,386,17,271,4,Normal_Temperature,NA,Wet,NA,NA,NA,Medium,80,NA,Akitakomachi,check,,30.2,11.2,1.21,0.33,0.3,840,2.6,0.001,0.132,34.1,2.6,NA,NA,NA,aCO2,Tsukubamirai__Japan 2010 Rice 4 Normal_Temperature NA Wet Medium NA Akitakomachi,Tsukubamirai__Japan 2010 Rice 4 Normal_Temperature Wet Medium NA Akitakomachi,Tsukubamirai__Japan 2010 Rice 4 Wet Medium NA Akitakomachi,Tsukubamirai__Japan 2010 Rice Wet Medium NA Akitakomachi
1004,814,RiceFACE,PrimaryData_RawData,Tsukubamirai__Japan,FACE,NA,2010,Rice,NA,584,386,17,272,1,Normal_Temperature,NA,Wet,NA,NA,NA,Medium,80,NA,Akitakomachi,check,,29.4,14.8,1.16,0.345,0.31,840,2.6,0.001,0.135,35.2,3.3,NA,NA,NA,eCO2,Tsukubamirai__Japan 2010 Rice 1 Normal_Temperature NA Wet Medium NA Akitakomachi,Tsukubamirai__Japan 2010 Rice 1 Normal_Temperature Wet Medium NA Akitakomachi,Tsukubamirai__Japan 2010 Rice 1 Wet Medium NA Akitakomachi,Tsukubamirai__Japan 2010 Rice Wet Medium NA Akitakomachi
1005,815,RiceFACE,PrimaryData_RawData,Tsukubamirai__Japan,FACE,NA,2010,Rice,NA,584,386,17,273,2,Normal_Temperature,NA,Wet,NA,NA,NA,Medium,80,NA,Akitakomachi,check,,31.1,12,1.17,0.328,0.31,810,2.9,0.012,0.128,29.5,2.1,NA,NA,NA,eCO2,Tsukubamirai__Japan 2010 Rice 2 Normal_Temperature NA Wet Medium NA Akitakomachi,Tsukubamirai__Japan 2010 Rice 2 Normal_Temperature Wet Medium NA Akitakomachi,Tsukubamirai__Japan 2010 Rice 2 Wet Medium NA Akitakomachi,Tsukubamirai__Japan 2010 Rice Wet Medium NA Akitakomachi
1006,816,RiceFACE,PrimaryData_RawData,Tsukubamirai__Japan,FACE,NA,2010,Rice,NA,584,386,17,274,3,Normal_Temperature,NA,Wet,NA,NA,NA,Medium,80,NA,Akitakomachi,check,,31.4,11.4,1.18,0.333,0.31,820,3.1,0.01,0.133,29.4,3.5,NA,NA,NA,eCO2,Tsukubamirai__Japan 2010 Rice 3 Normal_Temperature NA Wet Medium NA Akitakomachi,Tsukubamirai__Japan 2010 Rice 3 Normal_Temperature Wet Medium NA Akitakomachi,Tsukubamirai__Japan 2010 Rice 3 Wet Medium NA Akitakomachi,Tsukubamirai__Japan 2010 Rice Wet Medium NA Akitakomachi
1007,817,RiceFACE,PrimaryData_RawData,Tsukubamirai__Japan,FACE,NA,2010,Rice,NA,584,386,17,275,4,Normal_Temperature,NA,Wet,NA,NA,NA,Medium,80,NA,Akitakomachi,check,,32.9,11.5,1.16,0.329,0.3,810,2.9,0.011,0.128,30.1,3.2,NA,NA,NA,eCO2,Tsukubamirai__Japan 2010 Rice 4 Normal_Temperature NA Wet Medium NA Akitakomachi,Tsukubamirai__Japan 2010 Rice 4 Normal_Temperature Wet Medium NA Akitakomachi,Tsukubamirai__Japan 2010 Rice 4 Wet Medium NA Akitakomachi,Tsukubamirai__Japan 2010 Rice Wet Medium NA Akitakomachi
1008,826,RiceFACE,PrimaryData_RawData,Tsukubamirai__Japan,FACE,NA,2010,Rice,NA,584,386,17,284,1,Elevated_Temperature,NA,Wet,NA,NA,NA,Medium,80,NA,Koshihikari,check,,31,11.3,1.22,0.31,0.27,920,2.3,0.012,0.13,31.7,3.8,NA,NA,NA,aCO2,Tsukubamirai__Japan 2010 Rice 1 Elevated_Temperature NA Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice 1 Elevated_Temperature Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice 1 Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice Wet Medium NA Koshihikari
1009,827,RiceFACE,PrimaryData_RawData,Tsukubamirai__Japan,FACE,NA,2010,Rice,NA,584,386,17,285,2,Elevated_Temperature,NA,Wet,NA,NA,NA,Medium,80,NA,Koshihikari,check,,33.9,14.8,1.37,0.363,0.32,1010,2.7,0.011,0.153,32.1,2.7,NA,NA,NA,aCO2,Tsukubamirai__Japan 2010 Rice 2 Elevated_Temperature NA Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice 2 Elevated_Temperature Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice 2 Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice Wet Medium NA Koshihikari
1010,828,RiceFACE,PrimaryData_RawData,Tsukubamirai__Japan,FACE,NA,2010,Rice,NA,584,386,17,286,3,Elevated_Temperature,NA,Wet,NA,NA,NA,Medium,80,NA,Koshihikari,check,,28.9,11.6,1.14,0.308,0.28,860,2.3,0.011,0.132,28.6,3.2,NA,NA,NA,aCO2,Tsukubamirai__Japan 2010 Rice 3 Elevated_Temperature NA Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice 3 Elevated_Temperature Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice 3 Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice Wet Medium NA Koshihikari
1011,829,RiceFACE,PrimaryData_RawData,Tsukubamirai__Japan,FACE,NA,2010,Rice,NA,584,386,17,287,4,Elevated_Temperature,NA,Wet,NA,NA,NA,Medium,80,NA,Koshihikari,check,,30.5,13.3,1.18,0.338,0.3,870,2.7,0.011,0.143,29.1,2.5,NA,NA,NA,aCO2,Tsukubamirai__Japan 2010 Rice 4 Elevated_Temperature NA Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice 4 Elevated_Temperature Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice 4 Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice Wet Medium NA Koshihikari
1012,830,RiceFACE,PrimaryData_RawData,Tsukubamirai__Japan,FACE,NA,2010,Rice,NA,584,386,17,288,1,Elevated_Temperature,NA,Wet,NA,NA,NA,Medium,80,NA,Koshihikari,check,,28.8,11.4,1.13,0.305,0.27,850,2.3,0.01,0.13,24.5,2.6,NA,NA,NA,eCO2,Tsukubamirai__Japan 2010 Rice 1 Elevated_Temperature NA Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice 1 Elevated_Temperature Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice 1 Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice Wet Medium NA Koshihikari
1013,831,RiceFACE,PrimaryData_RawData,Tsukubamirai__Japan,FACE,NA,2010,Rice,NA,584,386,17,289,2,Elevated_Temperature,NA,Wet,NA,NA,NA,Medium,80,NA,Koshihikari,check,,29.6,12.5,1.17,0.304,0.28,850,2.6,0.011,0.129,20.7,1.8,NA,NA,NA,eCO2,Tsukubamirai__Japan 2010 Rice 2 Elevated_Temperature NA Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice 2 Elevated_Temperature Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice 2 Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice Wet Medium NA Koshihikari
1014,832,RiceFACE,PrimaryData_RawData,Tsukubamirai__Japan,FACE,NA,2010,Rice,NA,584,386,17,290,3,Elevated_Temperature,NA,Wet,NA,NA,NA,Medium,80,NA,Koshihikari,check,,30.2,11.1,1.07,0.293,0.27,810,2.8,0.011,0.123,22.9,2.9,NA,NA,NA,eCO2,Tsukubamirai__Japan 2010 Rice 3 Elevated_Temperature NA Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice 3 Elevated_Temperature Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice 3 Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice Wet Medium NA Koshihikari
1015,833,RiceFACE,PrimaryData_RawData,Tsukubamirai__Japan,FACE,NA,2010,Rice,NA,584,386,17,291,4,Elevated_Temperature,NA,Wet,NA,NA,NA,Medium,80,NA,Koshihikari,check,,32.5,11.7,1.08,0.321,0.3,810,2.8,0.011,0.134,28,3.1,NA,NA,NA,eCO2,Tsukubamirai__Japan 2010 Rice 4 Elevated_Temperature NA Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice 4 Elevated_Temperature Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice 4 Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice Wet Medium NA Koshihikari
1016,834,RiceFACE,PrimaryData_RawData,Tsukubamirai__Japan,FACE,NA,2010,Rice,NA,584,386,17,292,1,Normal_Temperature,NA,Wet,NA,NA,NA,Medium,80,NA,Koshihikari,check,,28.8,10.9,1.16,0.328,0.29,870,2.4,0.011,0.138,34.5,3.9,NA,NA,NA,aCO2,Tsukubamirai__Japan 2010 Rice 1 Normal_Temperature NA Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice 1 Normal_Temperature Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice 1 Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice Wet Medium NA Koshihikari
1017,835,RiceFACE,PrimaryData_RawData,Tsukubamirai__Japan,FACE,NA,2010,Rice,NA,584,386,17,293,2,Normal_Temperature,NA,Wet,NA,NA,NA,Medium,80,NA,Koshihikari,check,,29.6,11.5,1.28,0.327,0.29,880,2.3,0.001,0.137,28.4,2.6,NA,NA,NA,aCO2,Tsukubamirai__Japan 2010 Rice 2 Normal_Temperature NA Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice 2 Normal_Temperature Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice 2 Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice Wet Medium NA Koshihikari
1018,836,RiceFACE,PrimaryData_RawData,Tsukubamirai__Japan,FACE,NA,2010,Rice,NA,584,386,17,294,3,Normal_Temperature,NA,Wet,NA,NA,NA,Medium,80,NA,Koshihikari,check,,28.5,12,1.18,0.325,0.29,870,2.4,0.01,0.138,30.3,2.9,NA,NA,NA,aCO2,Tsukubamirai__Japan 2010 Rice 3 Normal_Temperature NA Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice 3 Normal_Temperature Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice 3 Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice Wet Medium NA Koshihikari
1019,837,RiceFACE,PrimaryData_RawData,Tsukubamirai__Japan,FACE,NA,2010,Rice,NA,584,386,17,295,4,Normal_Temperature,NA,Wet,NA,NA,NA,Medium,80,NA,Koshihikari,check,,28.7,11.1,1.12,0.333,0.3,810,2.5,0.01,0.139,28.7,2.6,NA,NA,NA,aCO2,Tsukubamirai__Japan 2010 Rice 4 Normal_Temperature NA Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice 4 Normal_Temperature Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice 4 Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice Wet Medium NA Koshihikari
1020,838,RiceFACE,PrimaryData_RawData,Tsukubamirai__Japan,FACE,NA,2010,Rice,NA,584,386,17,296,1,Normal_Temperature,NA,Wet,NA,NA,NA,Medium,80,NA,Koshihikari,check,,26.9,11,1.12,0.311,0.28,780,2.3,0.01,0.131,26.7,2.6,NA,NA,NA,eCO2,Tsukubamirai__Japan 2010 Rice 1 Normal_Temperature NA Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice 1 Normal_Temperature Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice 1 Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice Wet Medium NA Koshihikari
1021,839,RiceFACE,PrimaryData_RawData,Tsukubamirai__Japan,FACE,NA,2010,Rice,NA,584,386,17,297,2,Normal_Temperature,NA,Wet,NA,NA,NA,Medium,80,NA,Koshihikari,check,,27.4,11,1.15,0.311,0.28,790,2.5,0.011,0.133,22.8,2.3,NA,NA,NA,eCO2,Tsukubamirai__Japan 2010 Rice 2 Normal_Temperature NA Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice 2 Normal_Temperature Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice 2 Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice Wet Medium NA Koshihikari
1022,840,RiceFACE,PrimaryData_RawData,Tsukubamirai__Japan,FACE,NA,2010,Rice,NA,584,386,17,298,3,Normal_Temperature,NA,Wet,NA,NA,NA,Medium,80,NA,Koshihikari,check,,27.1,10.7,1.03,0.308,0.29,760,2.7,0.011,0.131,24.6,2.7,NA,NA,NA,eCO2,Tsukubamirai__Japan 2010 Rice 3 Normal_Temperature NA Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice 3 Normal_Temperature Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice 3 Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice Wet Medium NA Koshihikari
1023,841,RiceFACE,PrimaryData_RawData,Tsukubamirai__Japan,FACE,NA,2010,Rice,NA,584,386,17,299,4,Normal_Temperature,NA,Wet,NA,NA,NA,Medium,80,NA,Koshihikari,check,,28,10.4,1.04,0.305,0.28,770,2.5,0.01,0.128,26.3,2.6,NA,NA,NA,eCO2,Tsukubamirai__Japan 2010 Rice 4 Normal_Temperature NA Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice 4 Normal_Temperature Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice 4 Wet Medium NA Koshihikari,Tsukubamirai__Japan 2010 Rice Wet Medium NA Koshihikari
1024,882,RiceFACE,PrimaryData_RawData,Tsukubamirai__Japan,FACE,NA,2010,Rice,NA,584,386,17,340,1,Normal_Temperature,NA,Wet,NA,NA,NA,Medium,80,NA,Norin8,check,,31.5,10.7,1.25,0.324,0.29,970,2.5,0.014,0.126,49.5,3.9,NA,NA,NA,aCO2,Tsukubamirai__Japan 2010 Rice 1 Normal_Temperature NA Wet Medium NA Norin8,Tsukubamirai__Japan 2010 Rice 1 Normal_Temperature Wet Medium NA Norin8,Tsukubamirai__Japan 2010 Rice 1 Wet Medium NA Norin8,Tsukubamirai__Japan 2010 Rice Wet Medium NA Norin8
1025,883,RiceFACE,PrimaryData_RawData,Tsukubamirai__Japan,FACE,NA,2010,Rice,NA,584,386,17,341,2,Normal_Temperature,NA,Wet,NA,NA,NA,Medium,80,NA,Norin8,check,,32.1,13,1.27,0.305,0.28,940,3,0.014,0.121,33,3,NA,NA,NA,aCO2,Tsukubamirai__Japan 2010 Rice 2 Normal_Temperature NA Wet Medium NA Norin8,Tsukubamirai__Japan 2010 Rice 2 Normal_Temperature Wet Medium NA Norin8,Tsukubamirai__Japan 2010 Rice 2 Wet Medium NA Norin8,Tsukubamirai__Japan 2010 Rice Wet Medium NA Norin8
1026,884,RiceFACE,PrimaryData_RawData,Tsukubamirai__Japan,FACE,NA,2010,Rice,NA,584,386,17,342,3,Normal_Temperature,NA,Wet,NA,NA,NA,Medium,80,NA,Norin8,check,,31.9,11.1,1.24,0.318,0.31,940,2.7,0.014,0.126,42.5,3.6,NA,NA,NA,aCO2,Tsukubamirai__Japan 2010 Rice 3 Normal_Temperature NA Wet Medium NA Norin8,Tsukubamirai__Japan 2010 Rice 3 Normal_Temperature Wet Medium NA Norin8,Tsukubamirai__Japan 2010 Rice 3 Wet Medium NA Norin8,Tsukubamirai__Japan 2010 Rice Wet Medium NA Norin8
1027,885,RiceFACE,PrimaryData_RawData,Tsukubamirai__Japan,FACE,NA,2010,Rice,NA,584,386,17,343,4,Normal_Temperature,NA,Wet,NA,NA,NA,Medium,80,NA,Norin8,check,,34,10.9,1.19,0.328,0.29,950,2.4,0.013,0.128,35.6,3.3,NA,NA,NA,aCO2,Tsukubamirai__Japan 2010 Rice 4 Normal_Temperature NA Wet Medium NA Norin8,Tsukubamirai__Japan 2010 Rice 4 Normal_Temperature Wet Medium NA Norin8,Tsukubamirai__Japan 2010 Rice 4 Wet Medium NA Norin8,Tsukubamirai__Japan 2010 Rice Wet Medium NA Norin8
1028,886,RiceFACE,PrimaryData_RawData,Tsukubamirai__Japan,FACE,NA,2010,Rice,NA,584,386,17,344,1,Normal_Temperature,NA,Wet,NA,NA,NA,Medium,80,NA,Norin8,check,,28.8,10.5,1.09,0.302,0.3,880,2.5,0.014,0.122,37.7,5.3,NA,NA,NA,eCO2,Tsukubamirai__Japan 2010 Rice 1 Normal_Temperature NA Wet Medium NA Norin8,Tsukubamirai__Japan 2010 Rice 1 Normal_Temperature Wet Medium NA Norin8,Tsukubamirai__Japan 2010 Rice 1 Wet Medium NA Norin8,Tsukubamirai__Japan 2010 Rice Wet Medium NA Norin8
1029,887,RiceFACE,PrimaryData_RawData,Tsukubamirai__Japan,FACE,NA,2010,Rice,NA,584,386,17,345,2,Normal_Temperature,NA,Wet,NA,NA,NA,Medium,80,NA,Norin8,check,,29,10.7,1.1,0.307,0.29,830,2.9,0.013,0.122,26.5,2.6,NA,NA,NA,eCO2,Tsukubamirai__Japan 2010 Rice 2 Normal_Temperature NA Wet Medium NA Norin8,Tsukubamirai__Japan 2010 Rice 2 Normal_Temperature Wet Medium NA Norin8,Tsukubamirai__Japan 2010 Rice 2 Wet Medium NA Norin8,Tsukubamirai__Japan 2010 Rice Wet Medium NA Norin8
1030,888,RiceFACE,PrimaryData_RawData,Tsukubamirai__Japan,FACE,NA,2010,Rice,NA,584,386,17,346,3,Normal_Temperature,NA,Wet,NA,NA,NA,Medium,80,NA,Norin8,check,,29.5,10.3,1.05,0.305,0.3,850,2.7,0.014,0.123,31.9,3.1,NA,NA,NA,eCO2,Tsukubamirai__Japan 2010 Rice 3 Normal_Temperature NA Wet Medium NA Norin8,Tsukubamirai__Japan 2010 Rice 3 Normal_Temperature Wet Medium NA Norin8,Tsukubamirai__Japan 2010 Rice 3 Wet Medium NA Norin8,Tsukubamirai__Japan 2010 Rice Wet Medium NA Norin8
1031,889,RiceFACE,PrimaryData_RawData,Tsukubamirai__Japan,FACE,NA,2010,Rice,NA,584,386,17,347,4,Normal_Temperature,NA,Wet,NA,NA,NA,Medium,80,NA,Norin8,check,,29,10.4,1.13,0.308,0.29,860,2.8,0.013,0.122,32.4,2.9,NA,NA,NA,eCO2,Tsukubamirai__Japan 2010 Rice 4 Normal_Temperature NA Wet Medium NA Norin8,Tsukubamirai__Japan 2010 Rice 4 Normal_Temperature Wet Medium NA Norin8,Tsukubamirai__Japan 2010 Rice 4 Wet Medium NA Norin8,Tsukubamirai__Japan 2010 Rice Wet Medium NA Norin8
1032,1022,RiceFACE,PrimaryData_RawData,Tsukubamirai__Japan,FACE,NA,2010,Rice,NA,584,386,17,480,1,Elevated_Temperature,NA,Wet,NA,NA,NA,Medium,80,NA,SY63,check,,28.6,10,1.3,0.366,0.33,1090,2.4,0.014,0.144,51.1,3.2,NA,NA,NA,aCO2,Tsukubamirai__Japan 2010 Rice 1 Elevated_Temperature NA Wet Medium NA SY63,Tsukubamirai__Japan 2010 Rice 1 Elevated_Temperature Wet Medium NA SY63,Tsukubamirai__Japan 2010 Rice 1 Wet Medium NA SY63,Tsukubamirai__Japan 2010 Rice Wet Medium NA SY63
